predicted_labels	true_labels	lil_interpretations	gil_interpretations
4	4	[('Live free', -0.8474889546632767), ('Live free or Die', -0.976729266345501)]	"['What U.S. state ends with a G ?', ""What is New England 's highest mountain ?""]"
4	4	[('the L', -0.834303006529808), ('our ve', -0.8487155884504318)]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
5	5	[('the first stamp', -0.6265299320220947)]	"['What book does Holden Caulfield appear in ?', ""How many spears are there on Kenya 's flag ?""]"
1	1	[('to make orange', -0.7229634523391724), ('make orange', -0.7297290861606598), ('mix to make orange', -0.7407656610012054)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
5	5	[('from the sun', -0.6175653636455536), ('the sun', -0.6919763386249542)]	['Who was the first English circumnavigator of the globe ?', 'How many corners does a spritsail have ?']
4	4	[('of water', -0.8274189680814743), ('What body', -0.8346892893314362), ('the Canary Islands', -0.905007429420948)]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
2	2	[('neuro pathy', -0.8577256500720978), ('is neuro pathy', -0.9502730034291744), ('What is neuro pathy', -0.9858174286782742)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
2	2	[('is cryptography', -0.8535853028297424), ('What is cryptography', -0.9446300454437733)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
1	1	[('natural gas', -0.7467244863510132), ('composed of', -0.7874613255262375)]	"[""What army 's motto is Blood and Fire ?"", ""What country 's royal house is Bourbon-Parma ?""]"
3	3	[('of Canada', -0.47845619916915894)]	"[""Who wrote ` The Pines of Rome ' ?"", ""What is Columbia Tristar 's phone number ?""]"
3	3	[('the battle of Waterloo', -0.11361134052276611), ('of Waterloo', -0.42868149280548096), ('the battle', -0.45193910598754883)]	"['What is DSL ?', ""Who played the original Charlie 's Angels ?""]"
2	2	[('is leukemia', -0.8596101254224777), ('What is leukemia', -0.9521436877548695)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[('Howard Hughes', -0.8200099319219589)]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
1	1	[('for June', -0.7368496358394623)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
5	1	[('in Minnesota', -0.6738930940628052)]	"[""When was `` the Great Depression '' ?"", ""What country 's royal house is Bourbon-Parma ?""]"
5	5	[('from the earth', -0.5975873470306396), ('to the sun', -0.6168246269226074), ('the earth', -0.6815361976623535), ('in miles', -0.6865171790122986), ('the sun', -0.6942757070064545)]	['Who was the first English circumnavigator of the globe ?', 'How many corners does a spritsail have ?']
5	5	[('for a chicken', -0.5681819021701813), ('a chicken', -0.6668058037757874)]	"[""What country 's royal house is Bourbon-Parma ?"", 'Who was the first English circumnavigator of the globe ?']"
5	5	[]	"['What book does Holden Caulfield appear in ?', ""How many spears are there on Kenya 's flag ?""]"
2	2	[('relative humidity', -0.8621422946453094), ('is relative humidity', -0.9509223215281963), ('What is relative humidity', -0.9860277594998479)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[('358 24', -0.801510289311409), ('the zip code', -0.8691709339618683), ('of 358 24', -0.8752296715974808)]	"['What U.S. state ends with a G ?', ""What is New England 's highest mountain ?""]"
1	1	[('used in Algeria', -0.7022692561149597), ('in Algeria', -0.7135724127292633), ('is used in Algeria', -0.728805810213089)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
3	3	[]	"[""Who wrote ` The Pines of Rome ' ?"", 'What is DSL ?']"
1	1	[('in 1957', -0.7340700924396515), ('most popular', -0.7421333193778992)]	"[""What army 's motto is Blood and Fire ?"", ""Where does `` bovine '' come from ?""]"
1	1	[('made of', -0.7983187288045883), ('i made of', -0.8256187736988068)]	"[""What army 's motto is Blood and Fire ?"", ""What country 's royal house is Bourbon-Parma ?""]"
1	1	[('in 1957', -0.7436469495296478), ('into space', -0.753075122833252), ('the Soviet Union', -0.7589800208806992), ('the satellite', -0.7628800719976425)]	"[""What army 's motto is Blood and Fire ?"", ""What country 's royal house is Bourbon-Parma ?""]"
4	4	[('The En quire r', -0.8851780220866203)]	"['What U.S. state ends with a G ?', ""What is New England 's highest mountain ?""]"
3	3	[('invented the sl inky', -0.07870036363601685), ('the sl inky', -0.16468000411987305)]	"[""Who wrote ` The Pines of Rome ' ?"", 'Who sang about Desmond and Molly Jones ?']"
1	1	[('back bones', -0.803633376955986), ('have back bones', -0.843685120344162)]	"[""Where does `` bovine '' come from ?"", ""What army 's motto is Blood and Fire ?""]"
5	5	[('of copper', -0.7133975327014923)]	"[""What country 's royal house is Bourbon-Parma ?"", 'What does idle mean ?']"
4	4	[('the volcano', -0.8214644193649292), ('Olympus Mons', -0.8294718116521835)]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
3	3	[('of the United States', -0.14093440771102905), ('the United States', -0.2691066265106201), ('23 rd', -0.45048391819000244)]	"[""Who wrote ` The Pines of Rome ' ?"", ""What is Columbia Tristar 's phone number ?""]"
5	5	[]	"[""What country 's royal house is Bourbon-Parma ?"", 'What does the abbreviation cwt. ?']"
2	2	[('acid rain', -0.8193197399377823), ('of acid rain', -0.9193964451551437)]	['What is the chemical composition of a Barbie ?', 'President Bush compared Saddam Hussein to whom ?']
5	5	[('the United States', -0.5925752520561218), ('abolish the draft', -0.5963772833347321), ('the draft', -0.6811019480228424)]	['Who was the first English circumnavigator of the globe ?', 'What book does Holden Caulfield appear in ?']
5	5	[('the speed of light', -0.5112723112106323), ('the speed', -0.6744040846824646), ('of light', -0.6754399836063385)]	['Who was the first English circumnavigator of the globe ?', 'How many corners does a spritsail have ?']
4	4	[('is Montreal in', -0.9024048075079918)]	['What U.S. state ends with a G ?', 'What two states is Washington D.C. between ?']
1	4	[('the Twin Towers', -0.8211706727743149), ('New York', -0.8304239362478256), ('as the Twin Towers', -0.847861036658287)]	"[""What army 's motto is Blood and Fire ?"", 'What English explorer discovered and named Virginia ?']"
2	2	[('is fungus', -0.8627848774194717), ('What is fungus', -0.9533327855169773)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
1	1	[('in the Netherlands', -0.7147983610630035), ('most frequently', -0.721298485994339), ('the Netherlands', -0.7234584987163544)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
2	2	[('sodium chloride', -0.8674540817737579), ('is sodium chloride', -0.9526719078421593), ('What is sodium chloride', -0.9863972775638103)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	1	[('dom ino es', -0.9156055226922035), ('on dom ino es', -0.9547937959432602)]	"['What U.S. state ends with a G ?', ""What is New England 's highest mountain ?""]"
5	5	[('in a ton', -0.5698238611221313), ('a ton', -0.6526007354259491), ('How many', -0.6626251339912415)]	['Who was the first English circumnavigator of the globe ?', 'How many corners does a spritsail have ?']
2	2	[('is influenza', -0.8569386601448059), ('What is influenza', -0.9501189664006233)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('ozone depletion', -0.8342899531126022), ('is ozone depletion', -0.9386212900280952), ('What is ozone depletion', -0.9819103386253119)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
5	5	[('the Mon a Lisa', -0.4780001640319824)]	"['Who was the first English circumnavigator of the globe ?', ""What letter does Gorbachev 's middle name start with ?""]"
2	2	[('Sitting Shiva', -0.8646550476551056)]	['What does idle mean ?', 'What is the chemical composition of a Barbie ?']
5	1	[('in Madrid , Spain', -0.4993019104003906), ('Madrid , Spain', -0.5680400133132935)]	"[""What country 's royal house is Bourbon-Parma ?"", 'How many Fig Newtons are there to the pound ?']"
4	4	[('from Maine', -0.792080894112587), ('to Georgia', -0.7936539947986603), ('North America', -0.8065215796232224), ('in North America', -0.8876364827156067)]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
1	1	[('made of', -0.7738523185253143), ('plastic made of', -0.7891514152288437), ('is plastic made of', -0.8390981256961823)]	"[""What army 's motto is Blood and Fire ?"", ""What country 's royal house is Bourbon-Parma ?""]"
5	5	[('of Nigeria', -0.6739971339702606), ('the population', -0.6771416366100311)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What is Mark McGwire 's e-mail address ?""]"
2	2	[]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[('the Grand Canyon', -0.9155092239379883)]	"['What U.S. state ends with a G ?', ""What is New England 's highest mountain ?""]"
3	3	[('Who invented the telephone', -0.1320861577987671), ('invented the telephone', -0.24636512994766235), ('the telephone', -0.4429304599761963)]	"['What is DSL ?', ""Who played the original Charlie 's Angels ?""]"
5	5	[('buy Alaska', -0.67416912317276)]	['What book does Holden Caulfield appear in ?', 'Who was the first English circumnavigator of the globe ?']
3	3	[('the leader of Ireland', -0.1510559320449829), ('the leader', -0.4799807071685791), ('of Ireland', -0.493574321269989)]	"[""Who wrote ` The Pines of Rome ' ?"", 'What does a chairbound basophobic fear ?']"
2	2	[]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
5	5	[('in a cubic foot', -0.5089246034622192), ('a cubic foot', -0.5859580039978027), ('How many', -0.6693156361579895), ('of water', -0.6739557087421417)]	['Who was the first English circumnavigator of the globe ?', 'How many corners does a spritsail have ?']
3	1	[('of the Legislative branch', -0.47234195470809937), ('the Legislative branch', -0.5670194327831268)]	"[""What does ` PSI ' stand for ?"", 'When do MORMONS believe Christ was born ?']"
2	2	[('son ar', -0.8596540093421936), ('is son ar', -0.9507659077644348), ('What is son ar', -0.9861407680436969)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[('most people', -0.822748601436615)]	['What U.S. state ends with a G ?', 'What two states is Washington D.C. between ?']
2	2	[('is phosphorus', -0.8677683472633362), ('What is phosphorus', -0.9555561020970345)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[('the Sea', -0.7970404326915741), ('Tr anqu ility', -0.8906301110982895), ('of Tr anqu ility', -0.9481965452432632)]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
5	5	[('How fast is sound', -0.5162217617034912), ('is sound', -0.671525627374649), ('How fast', -0.6734145283699036)]	['What botanical marvel did Nebuchadnezzar build ?', 'Who was the first English circumnavigator of the globe ?']
4	4	[('produced in', -0.7890573292970657), ('cogn ac', -0.8223880231380463)]	"['What U.S. state ends with a G ?', ""What is New England 's highest mountain ?""]"
2	2	"[(""Valentine ' s"", -0.9280101656913757)]"	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('gray hair', -0.8262146264314651), ('causes gray hair', -0.9338732659816742), ('What causes gray hair', -0.9798604771494865)]	['What is the chemical composition of a Barbie ?', 'President Bush compared Saddam Hussein to whom ?']
2	2	[('is hypertension', -0.8520433604717255), ('What is hypertension', -0.9456630013883114)]	['What is the chemical composition of a Barbie ?', 'President Bush compared Saddam Hussein to whom ?']
2	2	[('is bandwidth', -0.8768996521830559), ('What is bandwidth', -0.9571129232645035)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[('the U . S', -0.9549228176474571)]	"['What U.S. state ends with a G ?', ""What is New England 's highest mountain ?""]"
2	2	[('a parasite', -0.8515088558197021), ('is a parasite', -0.9471948593854904), ('What is a parasite', -0.9849400753155351)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('home equity', -0.8065704852342606), ('is home equity', -0.9202815815806389), ('What is home equity', -0.9746581465005875)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('meteor ologists', -0.8061247020959854)]	['What is the chemical composition of a Barbie ?', 'What do bicornate animals have two of ?']
2	1	[('legally blind', -0.8122188150882721), ('being legally blind', -0.8983015492558479), ('for being legally blind', -0.952824741601944)]	['What is a Cartesian Diver ?', 'What does idle mean ?']
3	3	[('in the world', -0.24858027696609497), ('the world', -0.45215898752212524)]	"[""Who wrote ` The Pines of Rome ' ?"", 'What does a chairbound basophobic fear ?']"
4	4	[('the twin cities', -0.8589352816343307)]	"[""What is New England 's highest mountain ?"", 'What U.S. state ends with a G ?']"
1	1	[('Howard Smith', -0.7162727415561676), ('in 1903', -0.7596578896045685), ('invent in 1903', -0.7690204232931137)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
1	1	[('the statue', -0.782703623175621), ('made of', -0.7963000237941742), ('of liberty', -0.8007440268993378)]	"[""What army 's motto is Blood and Fire ?"", ""What country 's royal house is Bourbon-Parma ?""]"
2	2	[('pil ates', -0.8535221070051193), ('is pil ates', -0.9467563144862652), ('What is pil ates', -0.9847295731306076)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[]	"['What U.S. state ends with a G ?', ""What is New England 's highest mountain ?""]"
5	5	[('of the Nile river', -0.5599596500396729), ('the Nile river', -0.6244037747383118)]	"[""What country 's royal house is Bourbon-Parma ?"", 'What does the abbreviation cwt. ?']"
2	2	[]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
5	5	[]	"[""What country 's royal house is Bourbon-Parma ?"", 'How many Fig Newtons are there to the pound ?']"
3	3	[('for the Brooklyn Dodgers', -0.1428515911102295), ('the Brooklyn Dodgers', -0.26051831245422363)]	"[""Who wrote ` The Pines of Rome ' ?"", 'Who sang about Desmond and Molly Jones ?']"
3	3	[('of Canada', -0.46691083908081055)]	"[""Who wrote ` The Pines of Rome ' ?"", ""What is Columbia Tristar 's phone number ?""]"
5	5	[('How many', -0.6514555513858795)]	['How many corners does a spritsail have ?', 'What botanical marvel did Nebuchadnezzar build ?']
1	1	[('Glenn Miller', -0.7360505163669586), ('did Glenn Miller play', -0.8107690960168839)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
5	5	[('when she died', -0.542037844657898), ('Joan of Arc', -0.556749016046524), ('she died', -0.647779107093811), ('of Arc', -0.6581782698631287)]	['Who was the first English circumnavigator of the globe ?', 'What botanical marvel did Nebuchadnezzar build ?']
2	2	[]	['What does idle mean ?', 'President Bush compared Saddam Hussein to whom ?']
2	2	[('d ian etics', -0.9388789795339108)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[('of Ethiopia', -0.7899775803089142), ('the capital', -0.7935823798179626)]	['What U.S. state ends with a G ?', 'What two states is Washington D.C. between ?']
5	5	[('is an elephant pregnant', -0.47652310132980347), ('how long', -0.6494552195072174), ('an elephant', -0.6506330668926239)]	['Who was the first English circumnavigator of the globe ?', 'What botanical marvel did Nebuchadnezzar build ?']
2	2	[('J op lin', -0.9317684471607208)]	['President Bush compared Saddam Hussein to whom ?', 'What is the chemical composition of a Barbie ?']
1	1	[('in Iceland', -0.7422927916049957)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
2	2	[('FM radio stations', -0.8959051892161369), ('AM radio stations', -0.8966741636395454)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
3	3	[('the U . S', -0.15975713729858398)]	"[""What is Columbia Tristar 's phone number ?"", ""Who wrote ` The Pines of Rome ' ?""]"
2	2	[('pe y ote', -0.9477738030254841)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('used for', -0.8654784113168716)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('vis cos ity', -0.943496223539114), ('is vis cos ity', -0.9845641534775496)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
5	5	[('become a state', -0.6160614192485809), ('a state', -0.6850605607032776)]	['What book does Holden Caulfield appear in ?', 'Who was the first English circumnavigator of the globe ?']
0	0	[('for Texas', -0.9430491626262665)]	['What is HTML ?', 'What is DSL ?']
1	1	[('out of', -0.7635662853717804), ('made out of', -0.7778232395648956)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
4	4	[('the body', -0.8412060588598251), ('on the body', -0.8785935640335083), ('a mortar board', -0.882132463157177), ('a mortar board worn', -0.9245554134249687)]	['What does saliva consist of ?', 'What U.S. state ends with a G ?']
0	0	[('stand for', -0.9429937340319157)]	['What is DSL ?', 'What is HTML ?']
4	4	[('is Hitler buried', -0.9145771712064743), ('Where is Hitler buried', -0.9644484408199787)]	"['What U.S. state ends with a G ?', ""What is New England 's highest mountain ?""]"
2	2	[('ant ac ids', -0.9294296726584435)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('pulmonary fib', -0.8357149362564087), ('pulmonary fib rosis', -0.9328633844852448), ('is pulmonary fib rosis', -0.9788725450634956)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('nap rox en', -0.9344345331192017)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('stre p throat', -0.9368662983179092), ('is stre p throat', -0.980618754401803)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[('the U . S', -0.9446623846888542)]	['What U.S. state ends with a G ?', 'What two states is Washington D.C. between ?']
2	1	[('foot and mouth', -0.917916439473629)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
5	5	[('of a dollar bill', -0.5114819407463074), ('a dollar bill', -0.5951262712478638)]	"[""What country 's royal house is Bourbon-Parma ?"", 'What does the abbreviation cwt. ?']"
1	1	[('a professional map drawer', -0.7391485869884491)]	"[""What army 's motto is Blood and Fire ?"", ""What country 's royal house is Bourbon-Parma ?""]"
2	2	[('Ab orig ines', -0.9338128417730331)]	['What is the chemical composition of a Barbie ?', 'President Bush compared Saddam Hussein to whom ?']
2	2	[('hybrid ization', -0.8524595201015472), ('is hybrid ization', -0.9488567598164082), ('What is hybrid ization', -0.9857594883069396)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
1	1	[('ind igo', -0.7578747719526291), ('is ind igo', -0.7584185749292374)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
5	5	[('a car', -0.6372034251689911), ('in Italy', -0.6448926627635956), ('to be', -0.6491212546825409)]	['What botanical marvel did Nebuchadnezzar build ?', 'Who was the first English circumnavigator of the globe ?']
1	1	[]	"[""What country 's royal house is Bourbon-Parma ?"", ""What does Lloyd 's Lutine Bell announce ?""]"
1	1	[]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
0	0	[('stand for', -0.9423135928809643)]	['What is DSL ?', 'What is HTML ?']
5	5	[('go on strike', -0.5833112001419067), ('the NFL', -0.6669672131538391), ('on strike', -0.6734784245491028)]	['Who was the first English circumnavigator of the globe ?', 'What book does Holden Caulfield appear in ?']
2	2	[('solar wind', -0.8433597981929779), ('is solar wind', -0.9430587962269783), ('What is solar wind', -0.9837715234607458)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
5	5	[('land on the moon', -0.5498843193054199), ('on the moon', -0.617097020149231), ('Neil Armstrong', -0.6884140074253082), ('the moon', -0.6921785771846771)]	"[""What letter does Gorbachev 's middle name start with ?"", 'What book does Holden Caulfield appear in ?']"
5	5	[('When was Hiroshima bombed', -0.55635204911232), ('was Hiroshima bombed', -0.6169772744178772)]	['What botanical marvel did Nebuchadnezzar build ?', 'Who was the first English circumnavigator of the globe ?']
4	4	[('the Savannah River', -0.9045704528689384)]	['What U.S. state ends with a G ?', 'What two states is Washington D.C. between ?']
3	3	[('in the Vietnam War', -0.1277943253517151), ('the Vietnam War', -0.2556595206260681)]	"[""Who wrote ` The Pines of Rome ' ?"", ""What is Columbia Tristar 's phone number ?""]"
4	4	[('all the planets', -0.89450653642416), ('the strongest magnetic field', -0.9295399487018585), ('of all the planets', -0.9480979405343533)]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
3	3	[('of Alaska', -0.4723697900772095), ('the governor', -0.476820707321167)]	"[""Who wrote ` The Pines of Rome ' ?"", ""What is Columbia Tristar 's phone number ?""]"
5	5	[('seize power in Italy', -0.5187715291976929), ('Muss olini', -0.6709490716457367), ('in Italy', -0.6714496612548828)]	['What botanical marvel did Nebuchadnezzar build ?', 'Who was the first English circumnavigator of the globe ?']
4	4	[('of Persia', -0.7845386415719986), ('the capital', -0.7902824729681015)]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
5	5	[('an oct opus', -0.6066780090332031), ('How many', -0.6642603874206543)]	['What botanical marvel did Nebuchadnezzar build ?', 'Who was the first English circumnavigator of the globe ?']
2	2	[('is pneumonia', -0.8593282699584961), ('What is pneumonia', -0.9518872573971748)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
4	4	[('the US', -0.8015492856502533), ('in the US', -0.8857801556587219)]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
2	2	[('a fuel cell', -0.9433350600302219), ('is a fuel cell', -0.9831253457814455)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
3	3	[('to appear on TV', -0.17369729280471802), ('appear on TV', -0.3101615309715271), ('on TV', -0.5023665428161621)]	"['What is DSL ?', ""Who wrote ` The Pines of Rome ' ?""]"
4	4	[('Little League', -0.8533022552728653)]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
1	1	[('of twins', -0.7595735490322113)]	"[""What causes `` rolling thunder '' ?"", ""Where does `` bovine '' come from ?""]"
4	4	[('the brightest star', -0.8873461559414864), ('is the brightest star', -0.929699070751667)]	"['What U.S. state ends with a G ?', ""Name of King Arthur 's sword ?""]"
2	2	[('is diabetes', -0.8627505302429199), ('What is diabetes', -0.9521839693188667)]	['What is the chemical composition of a Barbie ?', 'President Bush compared Saddam Hussein to whom ?']
5	5	[('President Kennedy', -0.682715892791748)]	['What botanical marvel did Nebuchadnezzar build ?', 'Who was the first English circumnavigator of the globe ?']
0	0	[('TM J', -0.9391024708747864), ('is TM J', -0.9728779830038548), ('What is TM J', -0.9887547679245472)]	['What is DSL ?', 'What is HTML ?']
1	1	[('yak milk', -0.7877000868320465), ('is yak milk', -0.7938039898872375)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
5	5	[('Dwight D . Eisenhower', -0.5296897888183594)]	"[""What letter does Gorbachev 's middle name start with ?"", ""What is Mark McGwire 's e-mail address ?""]"
0	0	[('IS DN', -0.9274976179003716)]	['What is DSL ?', 'What is HTML ?']
2	2	[('the sun', -0.8243670910596848)]	['President Bush compared Saddam Hussein to whom ?', 'What is the chemical composition of a Barbie ?']
5	5	[('between dollars and pounds', -0.5430140793323517), ('dollars and pounds', -0.6080515086650848)]	"[""What country 's royal house is Bourbon-Parma ?"", 'What does idle mean ?']"
5	5	[('Abraham Lincoln', -0.6946139931678772)]	"['What botanical marvel did Nebuchadnezzar build ?', ""What letter does Gorbachev 's middle name start with ?""]"
2	2	[('the Milky Way', -0.9494019709527493), ('is the Milky Way', -0.9843861693516374)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
2	2	[('is mold', -0.8676386028528214), ('What is mold', -0.9549105279147625)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
5	5	[('was Moz art born', -0.521951824426651), ('Moz art', -0.6754170060157776)]	"['What book does Holden Caulfield appear in ?', ""What letter does Gorbachev 's middle name start with ?""]"
1	1	[('of frogs', -0.7653402239084244), ('a group', -0.772481307387352)]	"[""Where does `` bovine '' come from ?"", ""What army 's motto is Blood and Fire ?""]"
1	1	"[(""William Penn ' s"", -0.8754485994577408)]"	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
2	5	[('of gold', -0.8674812167882919)]	['What is the chemical composition of a Barbie ?', 'President Bush compared Saddam Hussein to whom ?']
4	4	[('the White House', -0.8842791020870209), ('of the White House', -0.9383252561092377)]	['What U.S. state ends with a G ?', 'What two states is Washington D.C. between ?']
2	2	[('sem olina', -0.8463441729545593), ('is sem olina', -0.9446608200669289), ('What is sem olina', -0.9842005157843232)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
1	1	[('Mel ba', -0.8302887380123138), ('made from', -0.8373735249042511), ('Mel ba sauce', -0.8735324740409851)]	"[""What army 's motto is Blood and Fire ?"", ""What country 's royal house is Bourbon-Parma ?""]"
2	2	[('a Major', -0.8539150953292847), ('Urs a Major', -0.9410742148756981), ('is Urs a Major', -0.9793446641415358)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
5	5	[('in the human body', -0.4636227488517761), ('the human body', -0.5514312982559204), ('of water content', -0.5710659623146057), ('water content', -0.6649831235408783)]	"[""What country 's royal house is Bourbon-Parma ?"", 'What does the abbreviation cwt. ?']"
5	5	[('does water weigh', -0.5713912844657898)]	['Who was the first English circumnavigator of the globe ?', 'What botanical marvel did Nebuchadnezzar build ?']
5	5	[('in Windsor , Ontario', -0.5085549056529999), ('Windsor , Ontario', -0.5827371180057526)]	"[""What country 's royal house is Bourbon-Parma ?"", 'What does the abbreviation cwt. ?']"
3	3	[]	"['What is DSL ?', ""Who wrote ` The Pines of Rome ' ?""]"
5	5	[('of Australia', -0.6702219247817993), ('the population', -0.6769375801086426)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What is Mark McGwire 's e-mail address ?""]"
3	3	[('the S istine Chapel', -0.1227073073387146)]	"[""Who played the original Charlie 's Angels ?"", ""Who wrote ` The Pines of Rome ' ?""]"
1	1	[('a stimul ant', -0.7808103412389755), ('Name a stimul ant', -0.8145419061183929)]	"[""What country 's royal house is Bourbon-Parma ?"", ""What army 's motto is Blood and Fire ?""]"
2	2	[('the climate', -0.8367647528648376), ('volcan oes', -0.845456525683403), ('on the climate', -0.9321342632174492), ('of volcan oes', -0.9334569573402405)]	['What is the chemical composition of a Barbie ?', 'President Bush compared Saddam Hussein to whom ?']
5	5	[('the Andy Griffith show', -0.4839760661125183), ('Andy Griffith', -0.6617826521396637)]	"[""What letter does Gorbachev 's middle name start with ?"", 'What book does Holden Caulfield appear in ?']"
2	2	[('acid rain', -0.8357912600040436), ('is acid rain', -0.9413452483713627), ('What is acid rain', -0.983713187277317)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
5	5	"[(""Mexico ' s independence"", -0.608211487531662), (""Mexico ' s"", -0.6529730260372162)]"	"[""What is Mark McGwire 's e-mail address ?"", ""What letter does Gorbachev 's middle name start with ?""]"
4	4	[('Lake Cham', -0.8241687715053558), ('Lake Cham plain', -0.9109747260808945), ('of Lake Cham plain', -0.9572053030133247)]	['What U.S. state ends with a G ?', 'What molecules include fluorine , sodium and magnesium ?']
1	1	[]	"[""What army 's motto is Blood and Fire ?"", ""What country 's royal house is Bourbon-Parma ?""]"
1	1	[]	"[""What army 's motto is Blood and Fire ?"", ""What country 's royal house is Bourbon-Parma ?""]"
2	2	[('icks ilver', -0.8510897159576416)]	['What is the chemical composition of a Barbie ?', 'What does idle mean ?']
3	3	[]	"['Who sang about Desmond and Molly Jones ?', ""Who wrote ` The Pines of Rome ' ?""]"
5	5	[('the speed', -0.7112308144569397), ('of light', -0.711858719587326)]	"[""What country 's royal house is Bourbon-Parma ?"", 'What does idle mean ?']"
5	5	[('of a football field', -0.49536824226379395), ('a football field', -0.5755318999290466)]	"[""What country 's royal house is Bourbon-Parma ?"", 'Who was the first English circumnavigator of the globe ?']"
2	2	[('zero points', -0.7957386523485184), ('called love', -0.8045412451028824), ('zero points called love', -0.9593134261667728)]	['President Bush compared Saddam Hussein to whom ?', 'What is the chemical composition of a Barbie ?']
