predicted_labels	true_labels	lil_interpretations	gil_interpretations
23	23	[('My contact', -0.9925208082422614), ('is not', -0.9927583239041269)]	"[""Transfer isn't working?"", ""I haven't received money from a transfer?""]"
23	23	[('my contact', -0.9926204131916165)]	"[""Transfer isn't working?"", ""I haven't received money from a transfer?""]"
23	23	[('for me', -0.9925594255328178), ('some reason', -0.99257971951738), ('work for me', -0.995689999544993), ('my contact less', -0.995717259356752)]	"[""Transfer isn't working?"", ""My identity hasn't been verified.  Can I use my account?""]"
23	23	[('for purchases', -0.9923752350732684), ('less payments', -0.9928501518443227)]	"[""My identity hasn't been verified.  Can I use my account?"", ""Close down my account.  I don't like your service""]"
23	23	"[('the contact', -0.9911825833842158), ('less payment', -0.9916672785766423), ('the future', -0.9918792471289635), (""wouldn 't work"", -0.9945870651863515), ('in the future', -0.9948297360679135)]"	"[""I haven't received money from a transfer?"", ""Transfer isn't working?""]"
23	23	[('the bus', -0.5962307532317936), ('on the bus', -0.5988928362494335)]	['My card no longer works', 'Reverted top up']
23	23	[('be working', -0.9922084864228964), ('the problem', -0.9922819095663726), ('to be working', -0.9954543639905751), ('be the problem', -0.9954645305406302), ('could be the problem', -0.9970036156009883)]	"[""Transfer isn't working?"", ""I haven't received money from a transfer?""]"
23	23	[('contact less', -0.9921903675422072)]	"[""Transfer isn't working?"", ""I haven't received money from a transfer?""]"
23	23	[('new card', -0.4668001187965274), ('for new card', -0.4698240195866674)]	['WHAT IS THE REASON FOR THAT', 'i havent got my card']
23	23	[('The contact', -0.9927901523187757), ('have won', -0.9928323277272284), ('I have won', -0.9959225316997617)]	"[""I haven't received money from a transfer?"", ""Transfer isn't working?""]"
23	23	[('less not working', -0.9958928276319057)]	"[""Transfer isn't working?"", ""I haven't received money from a transfer?""]"
23	23	"[('my contact', -0.9925465290434659), ('accept it', -0.9926721141673625), ('the metro', -0.9930622177198529), ('at the metro', -0.99609773629345), (""didn 't accept it"", -0.9973036658484489)]"	"[""Transfer isn't working?"", ""I haven't received money from a transfer?""]"
23	23	[('the bus', -0.9929273105226457)]	"[""Transfer isn't working?"", ""I haven't received money from a transfer?""]"
23	23	[('contact less', -0.9916702723130584), ('do contact less', -0.9947907356545329), ('to do contact less', -0.9964221884729341)]	"[""My identity hasn't been verified.  Can I use my account?"", ""Close down my account.  I don't like your service""]"
23	23	[('less payments', -0.9926704070530832), ('contact less payments', -0.9955083371605724)]	"[""Transfer isn't working?"", 'Transfer has failed']"
23	23	"[(""isn 't working"", -0.99582354654558), (""which isn 't working"", -0.9973842675099149)]"	"[""Transfer isn't working?"", ""I haven't received money from a transfer?""]"
23	23	"[('contact less', -0.9923724471591413), (""isn 't working"", -0.9953427144791931)]"	"[""Transfer isn't working?"", ""I haven't received money from a transfer?""]"
23	23	[('less pay', -0.9921858417801559), ('contact less pay', -0.9951947438530624)]	"[""Transfer isn't working?"", ""My card don't work""]"
23	23	[('less pay', -0.9898162642493844)]	"[""Transfer isn't working?"", ""I don't remember my passcode?""]"
23	23	[('less one', -0.986409820150584), ('a contact less one', -0.990196488564834)]	"[""Do I have a say when it's delivered?"", ""Close down my account.  I don't like your service""]"
23	23	[('my contact less', -0.9956354359164834)]	"[""Transfer isn't working?"", ""I haven't received money from a transfer?""]"
45	23	[]	"[""My new card hasn't came in"", 'why hasnt my card come in yet?']"
56	56	[('to accept', -0.9867298733443022), ('charge to accept', -0.991353721357882)]	['I dont see my reciept', 'What flat currencies do you use for holding and exchanges']
56	56	[('How much', -0.9892826308496296), ('a transfer', -0.9896526476368308), ('make a transfer', -0.99344094353728), ('does it cost', -0.9934515077620745), ('to make a transfer', -0.9943903716921341)]	['I dont see my reciept', 'why was i chargged']
56	56	[('the fee', -0.988575670402497), ('a transfer', -0.9892714656889439), ('make a transfer', -0.9936171402223408), ('will the fee be', -0.9951639518258162), ('to make a transfer', -0.9952469926211052)]	['I dont see my reciept', 'Whats the transfer process']
56	56	[('charges applied', -0.7697352068498731)]	"[""Why wouldn't my withdrawal go through?"", ""My card hasn't arrived yet. What do I do?""]"
56	56	[('SW IFT', -0.9916137247346342), ('with SW IFT', -0.9963387115858495)]	['I tired but an unable to activate my card', 'I tried to top up but the app rejected it']
56	56	[('SW IFT', -0.9926174273714423)]	['I tried to top up but the app rejected it', 'I tried to transfer but it was declined']
56	56	[('SW IFT', -0.6996830445714295), ('using SW IFT', -0.7034534938866273)]	['My card is about to expired what will happen?', 'I tried to top up but the app rejected it']
56	56	[('by transfer', -0.993237525690347), ('topping up by transfer', -0.9984002567944117)]	['My card is about to expired what will happen?', 'I tried to transfer but it was declined']
56	56	[('any sort', -0.9919263944029808), ('of fees', -0.9919478846713901), ('of transfers', -0.9919699169695377), ('top of transfers', -0.9966105696512386), ('for top of transfers', -0.9980835007445421)]	"['I dont see my reciept', ""My card was working but now it doesn't""]"
56	56	[('SW IFT', -0.9920953465625644), ('from SW IFT', -0.9964254321530461)]	['I tired but an unable to activate my card', 'My card is about to expired what will happen?']
56	56	[('receive money', -0.9899861058220267), ('any fees', -0.9900907948613167), ('to receive money', -0.9940961647080258), ('to pay any fees', -0.9952194349316414)]	"[""My card was working but now it doesn't"", 'I dont see my reciept']"
56	56	[('receive money', -0.9935355656780303), ('to receive money', -0.9975107182981446), ('charged to receive money', -0.9984546616033185)]	"['I dont see my reciept', ""I requested a refund but can't see it""]"
56	56	[('SW IFT', -0.9923663707450032), ('SW IFT transfers', -0.9966357020894065)]	['Help! I need to transfer something to China', 'use my credit to add money']
56	56	[('money received', -0.9866689576301724), ('for money received', -0.9898900106782094)]	"[""Why wouldn't my withdrawal go through?"", ""My app shows cash I didn't get""]"
64	56	[('incur a fee', -0.876646526157856), ('a fee', -0.8845650143921375)]	['How can I Use thereto-top option?', 'what is a virtual and how do i get one']
56	56	[('SE PA', -0.9935463396832347)]	['My card is about to expired what will happen?', 'Hurry and refund me, I am waiting']
56	56	[('my bank', -0.9890180812217295), ('my account', -0.9891560985706747), ('be charged', -0.9899902697652578), ('top - up', -0.9939089668914676)]	['Can an apple watch be used to tup-up?', 'Does google play offer the service to Top up?']
56	56	[('send me money', -0.9968925843713805), ('to send me money', -0.9977211617806461)]	"[""Help, I don't see my money i just added"", 'please delete account']"
57	56	[('top - ups', -0.9927657912485301), ('for top - ups', -0.9964617663063109)]	"['I forgot my passcode. Now what?', ""Why wouldn't my withdrawal go through?""]"
56	56	[('my account', -0.9923684615641832), ('by transfer', -0.9924841998144984), ('a charge', -0.9925079406239092), ('on my account', -0.9965357156470418), ('topping up by transfer', -0.9977615967218298)]	['I lost my card n need a new one', 'I dont see my reciept']
56	56	[('receiving money', -0.9931989628821611), ('for receiving money', -0.9971001325175166)]	"[""I requested a refund but can't see it"", 'One of my card payments has reverted']"
56	56	[('receive money', -0.9929678379558027), ('to receive money', -0.9970560910878703)]	"[""I requested a refund but can't see it"", 'I wanted $100 but only got $20']"
56	56	[('SE PA', -0.9932359289377928), ('a SE PA transfer', -0.9988615439215209)]	['I dont see my reciept', 'My card is about to expired what will happen?']
56	56	[('the fee', -0.9931655246764421), ('SE PA', -0.9932862604036927), ('a SE PA transfer', -0.9983759485767223)]	"[""Why wouldn't my withdrawal go through?"", ""I can't remember my app code, can you reset it?""]"
56	56	[('SE PA', -0.9932981277815998)]	['I dont see my reciept', 'My atm withdraw is stillpending']
56	56	[('by transfer', -0.9937999057583511), ('topping up by transfer', -0.9990842176339356)]	['My card is about to expired what will happen?', 'I tried to get cash but it was declined!']
56	56	[('SW IFT', -0.9918771493248641), ('SW IFT transfers', -0.9964875159785151)]	['I tried to top up but the app rejected it', 'I tired but an unable to activate my card']
56	56	[('by transfer', -0.9840591819956899), ('topping up', -0.9844522792845964)]	['I tried to top up but the app rejected it', 'I tried to transfer but it was declined']
56	56	[('SE PA', -0.9928312092088163)]	['My card is about to expired what will happen?', 'I tired but an unable to activate my card']
56	56	[('how much', -0.9891935596242547), ('a transfer', -0.9893393185921013), ('for a transfer', -0.9937427267432213), ('will it be', -0.9937719614244998)]	['Whats the transfer process', 'please delete account']
56	56	[('SW IFT', -0.9853581106290221), ('this bank', -0.9854454407468438), ('at this bank', -0.9892552075907588)]	['I tried to top up but the app rejected it', 'My card is about to expired what will happen?']
56	56	[('transfer top - up', -0.9986929245933425)]	"['I dont see my reciept', ""My card was working but now it doesn't""]"
65	56	[('the transfer policy', -0.41297738905996084)]	"[""Why didn't the ATM give me all my money"", 'Will I be fined for topping up by transfer?']"
56	56	[('SW IFT', -0.9917643815279007)]	['I tried to top up but the app rejected it', 'I tried to transfer but it was declined']
56	56	[('a SE PA', -0.9971342997159809), ('receive a SE PA', -0.9984108482021838)]	['My card is about to expired what will happen?', 'I dont see my reciept']
56	56	[('by transfer', -0.9918520040810108), ('be charged', -0.9918620120733976), ('topping up by transfer', -0.9980429837596603)]	"['My card is about to expired what will happen?', ""A transaction to a friend still hasn't shown up""]"
64	56	[('my bank', -0.6237590201199055), ('from my bank', -0.6244356110692024)]	['app malfunctioning, does not know its me', 'Can I auto top-up as much as I want?']
56	56	[('getting money', -0.9944978929124773), ('am getting money', -0.997742340550758)]	"[""My card was working but now it doesn't"", 'My card is about to expired what will happen?']"
56	56	[('a transfer', -0.9929294562898576), ('of a transfer', -0.997060711379163)]	['I lost my card n need a new one', 'I dont see my reciept']
56	56	[('a transfer', -0.8323623696342111)]	['please delete account', 'My card is almost going to expire']
47	47	"[('the thing', -0.9655075985938311), ('filling gas', -0.9666284006088972), (""'s not working"", -0.966887041926384), ('half an hour', -0.9688545484095812), (""it 's not working"", -0.9708188325166702)]"	"[""Why hasn't my friend's transaction arrive yet?"", ""I'm still waiting for the top-up!""]"
47	47	"[('the funds', -0.973974596709013), ('this morning', -0.9758042301982641), ('see the funds', -0.9822029303759336), ('topped this morning', -0.9834891743957996), (""didn 't it complete"", -0.9892927724868059)]"	"['Can I add a card to back into the app?', ""My identity hasn't been verified.  Can I use my account?""]"
47	47	[('still pending', -0.9760149791836739)]	"['Can I add a card to back into the app?', ""My topping up didn't go through""]"
47	47	[('my top', -0.9803486447781324), ('my top -', -0.9907522639259696), ('in my top -', -0.9960119521711022)]	['Can I add a card to back into the app?', 'Do I need my phone to use the app?']
47	47	"[(""hasn 't gone"", -0.9863336542621255), ('my top up', -0.9877687711268663)]"	"[""My topping up didn't go through"", 'Can I add a card to back into the app?']"
47	47	[('is pending', -0.9763055481016636)]	"['Can I add a card to back into the app?', ""My topping up didn't go through""]"
47	47	[('gone through yet', -0.9865343421697617), ('has gone through yet', -0.9933879957534373)]	"[""My topping up didn't go through"", 'Can I add a card to back into the app?']"
47	47	[('the funds', -0.9754760973155499), ('What happened', -0.9766785204410553), ('topped up', -0.9769340306520462), ('being available', -0.9769506603479385), ('the funds being available', -0.9940256583504379)]	"[""Why isn't my top up showing?  Was the money reversed?"", ""Where's the money from my transfer from Europe?""]"
47	47	[('your system', -0.975740160793066), ('as pending', -0.97596200928092), ('going on', -0.9763243906199932), ('all the time', -0.9846047973260283), ('showing as pending', -0.9849816672503948)]	"['Can I add a card to back into the app?', ""I'm still waiting for the top-up!""]"
47	47	[('top - up', -0.9870474431663752)]	['Can I add a card to back into the app?', 'Why do I need to verify the top-up?']
47	47	"[(""didn 't"", -0.9766049925237894), ('topped up', -0.9768804050981998), (""it didn 't"", -0.9854184444993734)]"	"['Can I add a card to back into the app?', ""I'm still waiting for the top-up!""]"
47	47	[('very first', -0.9750800058245659), ('be working', -0.975418608635664), ('this fixed', -0.9757937844842672), ('to be working', -0.9846293348819017), ('get this fixed', -0.9848828688263893)]	"[""I'm still waiting for the top-up!"", 'Can I add a card to back into the app?']"
47	47	[('is pending', -0.9766821675002575)]	"[""My topping up didn't go through"", 'Can I add a card to back into the app?']"
47	47	"[('over three', -0.9770760517567396), (' I', -0.9773691762238741), (""'s still pending"", -0.986170370131731), ('over three hours', -0.9867442296817899), ('my top up', -0.9869516054168344)]"	['Can I add a card to back into the app?', 'why do i need to verify the top up?']
47	47	[('the money', -0.9761350210756063), ('as possible', -0.976472644135356), ('as soon', -0.9768400490283966), ('an hour', -0.9769136905670166), ('need the money', -0.9848167924210429)]	['Can I add a card to back into the app?', 'why do i need to verify the top up?']
47	47	[('your service', -0.9744241684675217), ('several times', -0.9747768957167864), ('a problem', -0.9749240186065435), ('it says', -0.9750184621661901), ('a week', -0.9755651503801346)]	"[""I'm still waiting for the top-up!"", 'Can I add a card to back into the app?']"
47	47	[('gone through', -0.9764830972999334)]	"['Can I add a card to back into the app?', ""My topping up didn't go through""]"
47	47	[('slow to', -0.9770427048206329), ('is slow to', -0.9880404258146882)]	['Can I add a card to back into the app?', 'Why do I need to verify the top-up?']
47	47	"[(""'m wrong"", -0.9735007975250483), ('you guys', -0.9749825056642294), ('be instant', -0.9750622995197773), ('at this', -0.9751212857663631), ('some reason', -0.9753411766141653)]"	"[""I'm still waiting for the top-up!"", 'Where is the card I ordered 2 weeks ago?']"
47	47	"[('by now', -0.9778040498495102), ('a while', -0.9782455712556839), (""'s still pending"", -0.9861775124445558), ('done by now', -0.9862174112349749), ('a while ago', -0.9864717749878764)]"	['Can I add a card to back into the app?', 'why do i need to verify the top up?']
47	47	[('been completed', -0.9764046706259251)]	"[""My topping up didn't go through"", 'Can I add a card to back into the app?']"
47	47	[('top up', -0.9766735024750233), ('top up did not', -0.9933095560409129)]	"[""My topping up didn't go through"", 'Can I add a card to back into the app?']"
47	47	"[('the card', -0.9756892118602991), (""hasn 't changed"", -0.9868310280144215), ('into the card', -0.9877583589404821), (""it hasn 't changed"", -0.9932406230363995)]"	"[""My identity hasn't been verified.  Can I use my account?"", 'Can I add a card to back into the app?']"
47	47	[('still pending', -0.9755808711051941)]	"[""My topping up didn't go through"", 'Can I add a card to back into the app?']"
47	47	"[('my card', -0.9759805873036385), (""isn 't working"", -0.9848751630634069), ('my card works', -0.9849907616153359), ('know my card works', -0.9915542425587773)]"	"['Can I add a card to back into the app?', ""I'm still waiting for the top-up!""]"
47	47	"[('as pending', -0.9764284286648035), ('fix it', -0.9765254631638527), ('the thing', -0.9768312331289053), (""'s not working"", -0.984934032894671), ('the first time', -0.985119815915823)]"	['Can I add a card to back into the app?', 'why do i need to verify the top up?']
47	47	[('is it', -0.505139660090208), ('the money', -0.5074682664126158), ('my card', -0.5084242857992649), ('my bank', -0.5089122913777828), (' I', -0.5143791045993567)]	"[""Why isn't my top up showing?  Was the money reversed?"", 'Transfer declined']"
47	47	[('an hour', -0.9744915906339884), ('for an hour', -0.9847765928134322)]	"[""My identity hasn't been verified.  Can I use my account?"", 'Can I add a card to back into the app?']"
47	47	[]	['Can I add a card to back into the app?', 'Why do I need to verify the top-up?']
47	47	[(' still', -0.9753234535455704), (' still pending', -0.9833666197955608), ('saying  still pending', -0.9903950970619917)]	"['Can I add a card to back into the app?', ""I'm still waiting for the top-up!""]"
47	47	"[('in pending', -0.9766208287328482), (""hasn 't worked"", -0.9858185267075896), ('the last couple', -0.9867852544412017), ('for the last couple', -0.9930538069456816)]"	['Can I add a card to back into the app?', 'why do i need to verify the top up?']
47	47	[]	"['Can I add a card to back into the app?', ""Where's the money from my transfer from Europe?""]"
47	47	[('my card', -0.9749108888208866), ('do it', -0.9763449765741825), ('still pending', -0.9765458479523659), ('to do it', -0.9844574024900794)]	['Can I add a card to back into the app?', 'why do i need to verify the top up?']
47	47	[('topped off with', -0.9628550009801984), ('I topped off with', -0.9706197627820075)]	"[""My topping up didn't go through"", 'I received a fee I should not have']"
47	47	[('your system', -0.9754888098686934), ('the system', -0.9757838435471058), ('do this', -0.9760986939072609), ('can confirm', -0.9763138443231583), ('p ending', -0.9764829501509666)]	['Can I add a card to back into the app?', 'why do i need to verify the top up?']
47	47	[]	"['Can I add a card to back into the app?', ""My topping up didn't go through""]"
47	47	[('my card', -0.9767963867634535), ('the top up', -0.9881727248430252), ('the top up is', -0.9941948563791811)]	['Can I add a card to back into the app?', 'Why do I need to verify the top-up?']
47	47	[]	"['Can I add a card to back into the app?', ""My topping up didn't go through""]"
47	47	[('show pending', -0.9767914563417435), ('shows pending', -0.9770295899361372), ('your service', -0.9773733448237181), ('a problem', -0.9776356499642134), ('to show pending', -0.9859034419059753)]	"['Can I add a card to back into the app?', ""I'm still waiting for the top-up!""]"
47	47	[('right now', -0.9756722096353769), ('my funds', -0.9757234770804644), ('be pending', -0.9765195716172457), ('topping up', -0.9774067550897598), ('do I do', -0.9829544015228748)]	['Can I add a card to back into the app?', 'Is there a way to reset the passcode?']
8	8	[('like to revert it', -0.9102033227682114), ('to revert it', -0.9232460036873817), ('revert it', -0.9424711838364601), ('this morning', -0.942487183958292)]	['A transaction is showing more than once', 'Why is my top-up showing as reverted?']
8	8	[('a charge', -0.9319830238819122)]	"[""I don't recognise a Direct Debit payment"", 'A transaction is showing more than once']"
8	8	[('my transaction', -0.9357035160064697)]	['A transaction is showing more than once', 'please cancel the transaction']
8	8	[('to the wrong account', -0.8927254751324654), ('the wrong account', -0.9116485044360161), ('a transaction', -0.9385596737265587)]	"['A transaction is showing more than once', ""I don't recognise a Direct Debit payment""]"
8	8	[('to cancel a transfer', -0.8457796424627304), ('cancel a transfer', -0.8776682987809181), ('a transfer', -0.9224891141057014)]	['please delete account', 'Change my pin?']
8	8	[('the wrong account number', -0.8577616959810257), ('me stop the transaction', -0.8609291911125183), ('Please stop it', -0.89139374345541), ('stop the transaction', -0.8938926011323929), ('that I made', -0.9000285193324089)]	['A transaction is showing more than once', 'Why would a transfer to a beneficiary not go through?']
8	8	[('made a mistake there', -0.8750387132167816), ('before it goes', -0.8928880617022514), ('it goes', -0.9292607828974724), ('a mistake', -0.9308696389198303)]	['A transaction is showing more than once', 'Card payment has be declined']
8	8	[('I did this', -0.9191210195422173), ('did this', -0.9368439763784409)]	"['A transaction is showing more than once', ""I don't recognise a Direct Debit payment""]"
8	8	[('make a transaction', -0.8982641622424126), ('cancel it', -0.928047813475132), ('a transaction', -0.9304838627576828)]	"['A transaction is showing more than once', ""I don't recognise a Direct Debit payment""]"
8	8	[('a transfer', -0.9229464009404182)]	"['please delete account', ""I don't recognise a Direct Debit payment""]"
8	8	[('to cancel a transfer', -0.8619203418493271), ('cancel a transfer', -0.8888707906007767), ('a transfer', -0.9267530292272568)]	"[""I don't recognise a Direct Debit payment"", 'A transaction is showing more than once']"
8	8	[('to the wrong account', -0.8782182782888412), ('the wrong account', -0.9034017249941826)]	"['A transaction is showing more than once', ""I don't recognise a Direct Debit payment""]"
8	8	[('right away', -0.9177937731146812)]	"['A transaction is showing more than once', ""I don't recognise a Direct Debit payment""]"
8	8	[('Help me cancel my', -0.889339916408062), ('cancel my', -0.9343654662370682)]	"['A transaction is showing more than once', ""I don't recognise a Direct Debit payment""]"
8	8	[('the wrong payment information', -0.9236414730548859), ('reverse the transaction immediately', -0.9295014515519142), ('needed to make', -0.9334297627210617), ('UR G ENT', -0.9350944310426712), ('have clicked send', -0.93561652302742)]	['Change my pin?', 'The balance has not been updated']
8	8	[('Can I cancel a', -0.8479886949062347), ('cancel a', -0.9186778515577316)]	"['A transaction is showing more than once', ""I don't recognise a Direct Debit payment""]"
8	8	[('my transaction', -0.9444247409701347)]	"['A transaction is showing more than once', ""I don't recognise a Direct Debit payment""]"
8	8	[('from this morning', -0.9207943007349968), ('this morning', -0.9350983798503876), ('my transaction', -0.9360756054520607)]	['A transaction is showing more than once', 'are there any exchange fees']
8	8	[('to cancel a', -0.8918278068304062), ('cancel a', -0.9249694645404816)]	"[""I don't recognise a Direct Debit payment"", 'A transaction is showing more than once']"
8	8	[('if is already processed', -0.893300861120224), ('is already processed', -0.9061532095074654)]	['Card payment has be declined', 'A transaction is showing more than once']
8	8	[('to cancel the transaction', -0.8598208278417587), ('cancel the transaction', -0.8930757492780685), ('the wrong amount', -0.8951995149254799), ('the transaction', -0.9298173785209656)]	"['A transaction is showing more than once', ""I don't recognise a Direct Debit payment""]"
8	8	[('do to fix that', -0.8616206124424934), ('I did a transfer', -0.8751474097371101), ('to fix that', -0.8819751292467117), ('did a transfer', -0.8915974572300911), ('fix that', -0.9048507623374462)]	['I think my card is lost.  What do I do?', 'The balance has not been updated']
8	8	[('an incorrect transaction', -0.910090908408165)]	"[""I don't recognise a Direct Debit payment"", 'A transaction is showing more than once']"
8	8	[('my transfer', -0.9191307425498962)]	"[""Close down my account.  I don't like your service"", 'Card payment has be declined']"
8	8	[('with a transaction', -0.9203370288014412), ('a transaction', -0.939626008272171)]	['Cash I did not get showed up in my account', 'please delete account']
8	8	[('to the incorrect account', -0.834753230214119), ('the incorrect account', -0.8844873011112213)]	"['A transaction is showing more than once', ""I can't log in with this passocde""]"
8	8	[('be cancelled right now', -0.8617114573717117), ('before it goes through', -0.8620755076408386), ('cancelled right now', -0.8906688615679741), ('was my mistake', -0.8929867818951607), ('I just made', -0.893903061747551)]	"['A transaction is showing more than once', ""I don't recognise a Direct Debit payment""]"
30	8	[('did this', -0.2855091707315296), ('I did this', -0.2865362732409267)]	['It looks like my card payment might have been reverted', 'Is it possible that my card payment was reverted?']
8	8	[('be cancelled', -0.9393755197525024)]	"['A transaction is showing more than once', ""I don't recognise a Direct Debit payment""]"
8	8	[('my transaction', -0.9309299513697624)]	['A transaction is showing more than once', 'please cancel the transaction']
8	8	[('needs to be canceled', -0.891684927046299), ('to be canceled', -0.911739893257618), ('be canceled', -0.9362621158361435)]	"['A transaction is showing more than once', ""I don't recognise a Direct Debit payment""]"
8	8	[('related to a transfer', -0.8657215237617493), ('to a transfer', -0.897235706448555), ('was a mistake', -0.8974872380495071), ('go through', -0.9278056398034096), ('a mistake', -0.9298193976283073)]	['Change my pin?', 'please delete account']
8	8	[('need to cancel a', -0.8570830374956131), ('to cancel a', -0.8937368988990784), ('cancel a', -0.9296319857239723), ('a mistake', -0.9330712929368019)]	"['A transaction is showing more than once', ""I don't recognise a Direct Debit payment""]"
45	8	[('an error', -0.32440350903198123), ('in payment', -0.32441125670447946), ('as ap', -0.32505423203110695), ('my rent', -0.3257036986760795), ('fixed as ap', -0.32834699330851436)]	"[""I'm still expecting the transaction to be finished"", 'I tried to top up but the app rejected it']"
8	8	[('C ancel my last', -0.7783096134662628), ('ancel my last', -0.8441225290298462), ('my last', -0.9105348810553551)]	['Card payment has be declined', 'A transaction is showing more than once']
8	8	[('to be cancelled immediately', -0.8621444404125214), ('before it goes through', -0.8667617440223694), ('be cancelled immediately', -0.8934645280241966), ('was a mistake', -0.8972650170326233), ('it goes through', -0.8985297530889511)]	"['A transaction is showing more than once', ""I don't recognise a Direct Debit payment""]"
8	8	[('lling a transaction', -0.8885715156793594), ('a transaction', -0.9247943311929703)]	['A transaction is showing more than once', 'please cancel the transaction']
8	8	[('to go through', -0.6400393322110176), ('go through', -0.6446792483329773)]	['is my pin the same as my passcode', 'please cancel the transaction']
8	8	[('made to the payment', -0.7009824812412262), ('to the payment', -0.7513269707560539), ('is correct', -0.8020393699407578), ('the payment', -0.8066781982779503), ('a payment', -0.8090254217386246)]	"['I received a fee I should not have', ""I have a direct debit I didn't make""]"
8	8	[('to cancel a transaction', -0.869781494140625), ('cancel a transaction', -0.8979441225528717), (' I', -0.9292233511805534), ('a transaction', -0.9307620599865913)]	"['A transaction is showing more than once', ""I don't recognise a Direct Debit payment""]"
60	60	[('my top up', -0.9989853932056576)]	['Verifying top-up cards necessary?', 'My PIN got blocked, help']
60	60	[('I want', -0.9377297512255609), ('as I want', -0.9399991102400236)]	"[""Why isn't my balance reflecting a transfer I did?"", 'I cannot find my phone, what should I do?']"
60	60	[('my account', -0.995925358729437), ('top up', -0.995939769782126), ('for my account', -0.998087917920202)]	['My card has been stolen what do I do?', 'Is there a fee for topping off by transfer?']
60	60	[('top up', -0.9966744428966194), ('to top up', -0.9991744837898295)]	['My card has been stolen what do I do?', 'Can my PIN changed remotely without visiting a bank?']
60	60	[('top up', -0.9962173155508935), ('How much', -0.9962629261426628), ('can i top up', -0.9995026482683897)]	['how much for a physical card?', 'My PIN got blocked, help']
60	60	[('top - offs', -0.9987930227071047), ('to top - offs', -0.9991074402278173)]	['Is there a fee for topping off by transfer?', 'Google play top up help?']
60	60	[]	"['Google play top up help?', ""I can't find my card!  What should I do?""]"
60	60	[('the top up', -0.9990165939379949), ('is the top up', -0.9992946797829063)]	['Google play top up help?', 'My card has been stolen what do I do?']
60	60	[('top - ups', -0.9991964207729325), ('for top - ups', -0.9995808602943725)]	['Is there a fee for topping off by transfer?', 'Can my PIN changed remotely without visiting a bank?']
60	60	[('top ups', -0.99659054283984), ('to top ups', -0.999188820074778)]	['My card has been stolen what do I do?', 'How can I change my PIN?  Help']
60	60	[('maximum top up', -0.9991000975714996), ('is maximum top up', -0.9993853021151153)]	"['Google play top up help?', ""I can't find my card!  What should I do?""]"
60	60	[('top - ups', -0.9992287031491287), ('to top - ups', -0.999589810577163)]	['Verifying top-up cards necessary?', 'My card has been stolen what do I do?']
60	60	[('top - up', -0.9992645700112917), ('top - up amounts', -0.9995416975616536)]	['My card has been stolen what do I do?', 'Can my PIN changed remotely without visiting a bank?']
60	60	[('a card', -0.9867635970003903), ('a time', -0.9870020148809999), ('the amount', -0.9871320514939725), ('to a card', -0.9898119858698919), ('at a time', -0.9898546927724965)]	['Can you delete the account?', 'Should i uninstall the app before i try it again?']
60	60	[('top up', -0.9964129279833287), ('can top up', -0.9990388876467478), ('I can top up', -0.9993924831360346)]	['My card has been stolen what do I do?', 'Is there a fee for topping off by transfer?']
60	60	[('a top - up', -0.9995639046974247)]	['Can my PIN changed remotely without visiting a bank?', 'My card has been stolen what do I do?']
60	60	[]	['My card has been stolen what do I do?', 'Google play top up help?']
60	60	[]	['Verifying top-up cards necessary?', 'My card has been stolen what do I do?']
60	60	[('top - ups', -0.9992267583147623), ('to top - ups', -0.9995027408585884)]	['My card has been stolen what do I do?', 'What businesses accept my card?']
60	60	[('I want', -0.9967168404255062), ('as I want', -0.999079830799019)]	"[""I can't find my card!  What should I do?"", 'My card has been stolen what do I do?']"
60	60	[('top ups', -0.996353403897956), ('for top ups', -0.9991670716844965)]	['My card has been stolen what do I do?', 'Verifying top-up cards necessary?']
60	60	[('n limits', -0.9963519009761512)]	['Google play top up help?', 'My card has been stolen what do I do?']
60	60	[('top - ups', -0.9992196535458788), ('on top - ups', -0.9995002451451)]	['My card has been stolen what do I do?', 'What businesses accept my card?']
60	60	[]	['Google play top up help?', 'My card has been stolen what do I do?']
60	60	[('top - ups', -0.9990867331507616)]	['My card has been stolen what do I do?', 'What businesses accept my card?']
60	60	[('top - ups', -0.9991932230186649), ('of top - ups', -0.9994638392399793)]	"[""I can't find my card!  What should I do?"", 'My card has been stolen what do I do?']"
60	60	[]	['How can I change my PIN?  Help', 'My card has been stolen what do I do?']
60	60	[('top up', -0.9969030418433249)]	['Google play top up help?', 'My card has been stolen what do I do?']
60	60	[('top - up', -0.9992792512348387), ('to top - up', -0.9995693041273626)]	['My card has been stolen what do I do?', 'Can my PIN changed remotely without visiting a bank?']
60	60	[('my card', -0.9307145867496729), ('a time', -0.9310390055179596), ('to my card', -0.9334314632578753), ('at a time', -0.9335198784247041)]	"[""Close down my account.  I don't like your service"", 'I goofed up and used the wrong account.  Please help']"
60	60	[('top up', -0.9968283055350184), ('can i top up', -0.9996063590915583)]	"['Verifying top-up cards necessary?', ""My balance doesn't include my latest transfer""]"
60	60	[('top up', -0.9961739017162472), ('the most', -0.9962298043537885), ('can top up', -0.9989114556810819), ('is the most', -0.998924781801179), ('i can top up', -0.9992965752717282)]	['My card has been stolen what do I do?', 'Can my PIN changed remotely without visiting a bank?']
60	60	[('how high', -0.9965980350971222), ('top - up', -0.9990610967797693), ('can top - up', -0.9993768750427989)]	['How can I change my PIN?  Help', 'My card has been stolen what do I do?']
