predicted_labels	true_labels	lil_interpretations	gil_interpretations
0	0	"[(""' s missing"", -0.03986483812332153), ('s missing', -0.10704511404037476), ('original ity', -0.49657756090164185)]"	['astoundingly', 'worldly-wise and very funny script']
1	1	[('the seeds of hope', -0.09681069850921631), ('of collective action', -0.11449462175369263), ('lacks in general focus', -0.2871013283729553), ('collective action', -0.2988760471343994), ('in general focus', -0.3641929626464844)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('told in earnest strides', -0.049796342849731445), ('with po ign ancy', -0.07354623079299927), ('in earnest strides', -0.17759114503860474), ('po ign ancy', -0.2114405632019043), ('personal illusion', -0.3634290099143982)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('in a word', -0.09309583902359009), ('a word', -0.17509931325912476)]	['astoundingly', 'let-down']
1	1	[('g oth ic', -0.28918588161468506), ('above - average', -0.2926079034805298), ('a creepy slice', -0.2957127094268799), ('genuinely sp ooky', -0.296658456325531)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('heart warming', -0.42129606008529663), ('kind of', -0.5082443654537201)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('is lots of fun', -0.04800093173980713), ('the derivative nine queens', -0.05391824245452881), ('lots of fun', -0.13929659128189087), ('of fun', -0.31731539964675903), ('at stake', -0.7643248736858368)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('cash - in', -0.7734593749046326), ('nickel ode', -0.8121401816606522), ('nickel ode on', -0.8179721683263779)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('s still quite bad', -0.0176088809967041), ('quite bad', -0.15660041570663452), ('by more objective measurements', -0.2177656888961792), ('more objective measurements', -0.2784764766693115), ('more objective', -0.41285741329193115)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('friends and lovers', -0.07962024211883545), ('the two leads', -0.08586198091506958), ('are charming', -0.3284618854522705), ('l athan', -0.4098753333091736), ('dig gs', -0.5005361437797546)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('in new grounds', -0.1518072485923767), ('a community', -0.29914021492004395), ('new grounds', -0.420505166053772)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('mad - lib s', -0.011429369449615479), ('mad - lib', -0.05383932590484619)]	['narcissism and', 'astoundingly']
0	1	[('made without much thought', -0.10397714376449585), ('without much thought', -0.19413143396377563), ('re ign', -0.2608591914176941), ('much thought', -0.28068864345550537), ('that way', -0.31824731826782227)]	['astoundingly', 'ugly and destructive']
1	1	[('their hopes and frustrations', -0.005392193794250488), ('the delicate performances', -0.053496599197387695), ('sometimes angry', -0.19205611944198608), ('complex characters', -0.2094588279724121), ('sometimes tender', -0.24873387813568115)]	['worldly-wise and very funny script', 'astoundingly']
0	0	"[('some of the time', -0.053386151790618896), ('bad martial arts movies', -0.05960196256637573), ('any funn ier', -0.06410259008407593), (""n 't funny"", -0.0913846492767334), ('of the time', -0.16862839460372925)]"	['worldly-wise and very funny script', 'narcissism and']
0	0	[('the big problems', -0.11845231056213379)]	['astoundingly', 'irreparably']
1	1	[('good spar ring partners', -0.03332412242889404), ('spar ring', -0.3005082607269287), ('jack son', -0.3449290990829468)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('of two young men', -0.06103193759918213), ('two young men', -0.17098820209503174), ('of this movie', -0.17620187997817993), ('the tragic loss', -0.1804218292236328), ('of their talent', -0.27261602878570557)]	['astoundingly', 'astoundingly rich film']
1	1	[('the spect er', -0.20155823230743408), ('of combat', -0.43704915046691895), ('of death', -0.46139755845069885)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('to enhance the franchise', -0.06084078550338745), ('enhance the franchise', -0.1426209807395935), ('the franchise', -0.2901309132575989)]	['astoundingly', 'preposterousness']
0	0	[('of - water', -0.1088220477104187), ('overall limp ,', -0.13457924127578735), ('overall limp', -0.28923875093460083)]	['worldly-wise and very funny script', 'astoundingly']
1	1	"[(""one ' s heart"", -0.05644959211349487), ('the demands of tradition', -0.1213688850402832), (""one ' s"", -0.18493413925170898), ('the demands', -0.5230734348297119), ('of tradition', -0.544288694858551)]"	['astoundingly', 'worldly-wise and very funny script']
1	1	[('a surprisingly cinematic experience', -0.0378684401512146), ('wild thorn berry s', -0.06133151054382324), ('wild thorn berry', -0.19953608512878418), ('surprisingly cinematic', -0.36654454469680786)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('to the screen', -0.15029364824295044), ('the screen', -0.26920121908187866)]	['astoundingly', 'irreparably']
0	0	[('gone horribly wrong', -0.029491901397705078), ('horribly wrong', -0.12951278686523438)]	['preposterousness', 'astoundingly']
1	1	[('a man', -0.39685893058776855), ('a grief', -0.4017876982688904), ('across centuries', -0.41130584478378296)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('to characters and story', -0.031164109706878662), ('its determined stylish ness', -0.03661811351776123), ('characters and story', -0.10834765434265137), ('in years', -0.5206347107887268)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('that he can improv', -0.15050357580184937), ('he can improv', -0.27217769622802734), ('like a jazz man', -0.2925782799720764), ('his medium', -0.34232985973358154), ('an artist', -0.4143461585044861)]	['worldly-wise and very funny script', 'show-stoppingly']
1	1	[('of ann a chancellor', -0.07499873638153076), ('wolf ish pessim ism', -0.10949105024337769), ('scene - st ealing', -0.11701023578643799), ('ann a chancellor', -0.20905399322509766), ('the women', -0.26509976387023926)]	['worldly-wise and very funny script', 'astoundingly']
0	0	"[('half - hearted', -0.1900653839111328), (""green ' s"", -0.3750094175338745), ('to an end', -0.38628292083740234), ('an end', -0.4627189040184021), ('st ealing', -0.47739702463150024)]"	['worldly-wise and very funny script', 'played-out']
1	1	[('carefully structured plot points', -0.33841145038604736), ('on screen', -0.41242438554763794), ('to a pat resolution', -0.5113493502140045), ('a pat resolution', -0.5229069590568542), ('carefully structured', -0.7040794789791107)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('glad - hand', -0.15092527866363525), ('the choking sense', -0.2156504988670349), ('of hollow despair', -0.2778869867324829), ('hollow despair', -0.4404146075248718)]	['worldly-wise and very funny script', 'astoundingly']
1	1	"[('hit theaters this year', -0.061888158321380615), (""children ' s"", -0.19894260168075562), ('this year', -0.401793897151947)]"	['worldly-wise and very funny script', 'astoundingly']
0	0	[('to be funny', -0.08692771196365356), ('to be hip', -0.12421566247940063), ('be funny', -0.21238237619400024), ('be hip', -0.24471521377563477)]	['ugly and destructive', 'astoundingly']
1	1	[('her power', -0.3723275065422058), ('once again', -0.3799968361854553)]	['astoundingly', 'four star performance']
1	0	[('leftover en ron stock', -0.14583683013916016), ('a week', -0.2461262345314026), ('from fr iday', -0.27484166622161865), ('fr iday', -0.2890946865081787), ('a real deal', -0.34009361267089844)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('to impart a message', -0.1797792911529541), ('this ensemble film', -0.22242271900177002), ('impart a message', -0.33220696449279785), ('the audience', -0.3453431725502014), ('a message', -0.4491976499557495)]	['astoundingly', 'ugly and destructive']
0	0	[('some truly heinous crime', 0.011733651161193848), ('a convict', -0.14893388748168945), ('truly heinous', -0.18137961626052856), ('the master of disguise', -0.23900073766708374), ('the master', -0.27300119400024414)]	['astoundingly', 'preposterousness']
0	0	[('delivered so little entertainment', -0.15321481227874756), ('so much money', -0.16862910985946655), ('so little entertainment', -0.19967514276504517), ('so much', -0.2181708812713623), ('so little', -0.26685577630996704)]	['astoundingly', 'ugly and mindless']
0	0	[('left over for jokes', -0.035120606422424316), ('his entire budget', -0.13279294967651367), ('on soundtrack rights', -0.14823418855667114), ('for jokes', -0.27610111236572266), ('soundtrack rights', -0.32987773418426514)]	['astoundingly', 'ugly and destructive']
0	0	[('no interest in itself', -0.014032423496246338), ('a movie', -0.2099626064300537), ('no interest', -0.21650797128677368), ('in itself', -0.23326081037521362)]	['ugly and destructive', 'preposterousness']
1	1	"[('full of gentle humor', -0.017797887325286865), (""its protagonist ' s"", -0.027763724327087402), ('recent ir anian films', -0.055863380432128906), ('of gentle humor', -0.08241021633148193), ('gentle humor', -0.27013492584228516)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	"[('re too buff', -0.07356864213943481), (""' ve lost weight"", -0.0833083987236023), (""he ' s tough"", -0.1037818193435669), ('vel ma - wow', -0.1287798285484314), (""' s tough"", -0.14343112707138062)]"	['astoundingly', 'preposterousness']
1	1	[('a good stepping stone', -0.21593397855758667), ('director sp re cher', -0.23300987482070923)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	"[('they even had any', -0.027416884899139404), (""those daytime programs '"", -0.04191356897354126), ('compiled in one place', -0.06754940748214722), ('after - school', -0.13975101709365845), ('in one place', -0.14319449663162231)]"	['worldly-wise and very funny script', 'narcissism and']
1	1	"[('well - acted', -0.09744566679000854), (""son ' s"", -0.20323848724365234), ('finely directed', -0.3174588084220886)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('th r iller', -0.3628562092781067), ('a romance', -0.47977131605148315), ('a comedy', -0.4830048978328705)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('its most vibrant scene', -0.03424346446990967), ('so stale', -0.20357400178909302), ('most vibrant', -0.2376275658607483), ('in fact', -0.33344918489456177), ('in full', -0.33940887451171875)]	['astoundingly', 'ugly and mindless']
1	1	"[(""the regime ' s"", 0.010065615177154541), ('the pin ochet case', -0.022497475147247314), ('b rit ish', -0.027497410774230957), ('by - minute', -0.04603523015975952), ('every sense', -0.051825523376464844)]"	['worldly-wise and very funny script', 'astoundingly']
0	0	[('little humor', -0.47185802459716797), ('en things up', -0.4934314489364624), ('light en things up', -0.5084376037120819)]	['ugly and destructive', 'ugly and mindless']
0	0	[('to be really dumb', -0.03247880935668945), ('where this is going', -0.03774690628051758), ('doing dumb things', -0.0596766471862793), ('be really dumb', -0.08925145864486694), ('this is going', -0.11544901132583618)]	['preposterousness', 'astoundingly']
0	0	[('che l sea walls', -0.11193066835403442), ('to focus on', -0.14299029111862183), ('triple - esp', -0.1914309859275818), ('virtually no', -0.19150924682617188), ('an audience', -0.29500311613082886)]	['astoundingly', 'preposterousness']
1	1	[('contains some thrilling moments', -0.027436137199401855), ('some thrilling moments', -0.11133629083633423)]	['worldly-wise and very funny script', 'astoundingly']
0	1	[('as its title suggests', -0.14857089519500732), ('its title suggests', -0.25970178842544556), ('its title', -0.4379104971885681)]	['ugly and destructive', 'preposterousness']
1	0	[('made flesh', -0.2297421097755432), ('a nightmare', -0.451297402381897)]	['show-stoppingly', 'astoundingly']
0	1	[('exactly what', 0.029190003871917725), ('min ority', -0.005608856678009033), ('the title indicates', -0.03750520944595337), ('a report', -0.09903925657272339), ('the title', -0.12280392646789551)]	['astoundingly', 'preposterousness']
1	0	[('of fame and fortune', 0.32305049896240234), ('fame and fortune', 0.2454717755317688), ('m ichael c aine', 0.24293982982635498), ('a taste', 0.06459760665893555), ('b rit ish', 0.007418513298034668)]	['worldly-wise and very funny script', 'played-out']
1	1	[('with an intimate heart', -0.013806581497192383), ('an intimate heart', -0.06601566076278687)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('deserves a medal', -0.14115285873413086), ('this reason only', -0.1722753643989563), ('the power', -0.20804661512374878), ('l sea walls', -0.264714777469635), ('a medal', -0.2967624068260193)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('in and of itself', -0.10186886787414551), ('a treasure', -0.4834231734275818)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('semi - co herent', -0.020141184329986572), ('a static series', -0.07538366317749023), ('between the stars', -0.16039741039276123), ('the stars', -0.37342625856399536)]	['preposterousness', 'preposterous']
1	1	[('more traditional', -0.2808370292186737)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('inept school productions', -0.17087286710739136), ('not only', -0.42744141817092896)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[]	['ugly and destructive', 'narcissism and']
0	1	[('little else to offer', -0.027625083923339844), ('in the car', -0.17648053169250488), ('little else', -0.20839911699295044), ('to offer', -0.23668640851974487), ('the car', -0.2912072539329529)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('challenge - hung', -0.14451169967651367), ('of art', -0.34464770555496216), ('most patient', -0.38367408514022827)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('n umbers', -0.3637427091598511)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('of nuclear hol ocaust', -0.03798806667327881), ('our substantial collective fear', -0.10764938592910767), ('nuclear hol ocaust', -0.13863921165466309), ('cheap h ollywood tension', -0.1449124813079834), ('h ollywood', -0.288743257522583)]	['preposterousness', 'ugly and destructive']
1	1	"[('camp y fun', -0.16286146640777588), ('its best', -0.22660350799560547), (""the ' 60 s"", -0.2272689938545227), ('v incent price', -0.36704587936401367)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('his past two movies', -0.10300880670547485), ('on the trip', -0.19488555192947388), ('shy am alan', -0.21065497398376465), ('for bru ce will', -0.2936248183250427), ('the perfect actor', -0.347963809967041)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('the humor and intelligence', -0.04667651653289795), ('the biblical message', -0.21841055154800415), ('of the script', -0.22093915939331055), ('of the art', -0.23619800806045532), ('the script', -0.4680493474006653)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('cool ?', -0.32795894145965576)]	['worldly-wise and very funny script', 'played-out']
1	1	[('the unin iti ated', -0.03317856788635254), ('full of surprises', -0.07011008262634277), ('of surprises', -0.2682710886001587), ('iously funny', -0.3142924904823303)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('fire - red', -0.16640055179595947), ('rather than', -0.22973215579986572), ('covering his shoulder', -0.30322790145874023), ('kil mer', -0.32136785984039307), ('his shoulder', -0.4304947853088379)]	['astoundingly', 'narcissism and']
1	0	[('that accompany lifelong friendships', -0.0058220624923706055), ('accompany lifelong friendships', -0.027049243450164795), ('the ups and downs', -0.032721519470214844), ('lifelong friendships', -0.09479504823684692), ('the friendship', -0.24441325664520264)]	['worldly-wise and very funny script', 'astoundingly']
1	1	"[(""the form ' s"", -0.11931949853897095), ('knows what it is', -0.2216726541519165), (""the form '"", -0.257144033908844), ('what it is', -0.3389192819595337), ('live - action cartoons', -0.450361967086792)]"	['astoundingly', 'worldly-wise and very funny script']
1	1	"[(""the movie ' s"", -0.023539721965789795), ('of disco b ollywood', -0.05254262685775757), ('a joyful eff usion', -0.05329787731170654), ('of mon soon wedding', -0.05676877498626709), ('out of the theater', -0.06538528203964233)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('of charisma', -0.31258994340896606)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('so conspic uously', -0.14042216539382935), ('the insight and punch', -0.3919103741645813), ('of thorn and vinegar', -0.4014490842819214), ('this picture', -0.45860373973846436), ('similar works', -0.4639030694961548)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('hope and euph oria', -0.041841745376586914), ('reality and disillusion ment', -0.05095314979553223), ('a fascinating arc', -0.11301308870315552), ('disillusion ment', -0.4156414270401001)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('serving s ara', -0.09831047058105469), ('a whole lot', -0.1295459270477295), ('s ara', -0.23630905151367188), ('of laughs', -0.3126044273376465)]	['astoundingly', 'preposterousness']
1	1	[('hope for popular cinema', -0.06424880027770996), ('for popular cinema', -0.1492224931716919), ('miss hitch cock', -0.20510387420654297), ('of film', -0.2648800015449524), ('popular cinema', -0.3003973364830017)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('of cinematic entertainment', -0.15550720691680908), ('cinematic entertainment', -0.331493079662323), ('terribly hip', -0.4086546301841736)]	['worldly-wise and very funny script', 'astoundingly']
1	0	[('extraordinary strength', 0.11461454629898071), ('laser - beam eyes', 0.025786280632019043), ('laser - beam', -0.04563021659851074), ('quickly named', -0.10158887505531311), ('butter cup', -0.13154709339141846)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('a j olly surprise', -0.05415225028991699)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('highly refere nt ial', -0.03654676675796509), ('an aud acious return', -0.07813197374343872), ('to form', -0.3748759627342224), ('aud acious', -0.43144941329956055)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('it now seems pedestrian', -0.0389554500579834), ('was once original', -0.12083768844604492), ('seems pedestrian', -0.20314496755599976), ('so frequently', -0.29940319061279297)]	['astoundingly', 'preposterousness']
1	1	[('well - h oned', -0.19784116744995117)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('has anchored lighter affairs', -0.020996272563934326), ('anchored lighter affairs', -0.0915265679359436), ('to her role', -0.11016100645065308), ('lighter affairs', -0.30436229705810547), ('her role', -0.3212963938713074)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('than in execution', -0.2678353786468506), ('round - ro bin', -0.391573965549469), ('in execution', -0.4384957551956177), ('in concept', -0.44874870777130127), ('round - ro', -0.4940948188304901)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('har ry pot ter', -0.1578654646873474), ('to its predecessor', -0.16059911251068115), ('its predecessor', -0.337238073348999), ('a film', -0.3497348427772522)]	['astoundingly', 'four star performance']
1	1	[('for the performances alone', -0.07456761598587036), ('the performances alone', -0.16626888513565063), ('the rough content', -0.17055612802505493), ('the performances', -0.36594510078430176)]	['worldly-wise and very funny script', 'astoundingly']
1	0	[('than the film', -0.3233380913734436), ('the film', -0.4352349638938904), ('a lot more fun', -0.4598548412322998), ('a lot more', -0.5183848738670349), ('a lot', -0.5460006594657898)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('since field of dreams', -0.09144347906112671), ('to hit theaters', -0.09764575958251953), ('field of dreams', -0.26403915882110596), ('hit theaters', -0.2982732057571411), ('about baseball', -0.3430737257003784)]	['astoundingly', 'four star performance']
1	1	[('his buddy g erald', -0.05336558818817139), ('a quirky cast', -0.09404623508453369), ('of characters', -0.2854061722755432), ('his buddy', -0.3128020167350769), ('ar n old', -0.33089369535446167)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('cle vern ess', -0.06009799242019653), ('even visible effort', -0.1505618691444397), ('original ity', -0.2765128016471863)]	['astoundingly', 'preposterousness']
1	1	[('another ` spectacular spectacle', -0.05238974094390869), ('epic battle scenes', -0.1057315468788147), ('esome creatures', -0.370181679725647), ('breathtaking scenery', -0.37973862886428833)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('enjoyable and frankly told', -0.02433103322982788), ('frankly told', -0.29018718004226685), ('a people', -0.2932143211364746), ('with us', -0.34477698802948), ('the film', -0.35397428274154663)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('as the comedy goes', -0.047688424587249756), ('the way of story', -0.08169233798980713), ('the comedy goes', -0.11918824911117554), ('the comedy', -0.29521238803863525), ('of story', -0.3324500322341919)]	['astoundingly', 'preposterousness']
0	0	[('unfocused and under developed', -0.12427204847335815), ('of it', -0.2818283438682556), ('under developed', -0.3150257468223572), ('too much', -0.3292296528816223)]	['astoundingly', 'ugly and destructive']
1	1	[]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('have been worse', -0.07959598302841187), ('been worse', -0.1649996042251587)]	['astoundingly', 'ugly and destructive']
0	0	[('pure pr hype', -0.047026634216308594)]	['narcissism and', 'ugly and destructive']
1	1	[('to bad behavior', -0.4001346230506897), ('painfully funny', -0.458726167678833), ('bad behavior', -0.48168495297431946)]	['astoundingly', 'worldly-wise and very funny script']
0	1	[('an er rant tear', -0.06665122509002686), ('a promising young lad', -0.06826579570770264), ('in a nasty sea', -0.09359842538833618), ('a nasty sea', -0.14648985862731934), ('the spectacle', -0.23378098011016846)]	['astoundingly', 'astoundingly rich film']
1	1	[('for the role', -0.16612690687179565), ('the role', -0.3302443027496338), ('as image', -0.42747563123703003), ('30 pounds', -0.49487125873565674)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('of past el colors', -0.0846254825592041), ('past el colors', -0.19725185632705688), ('from dis ney', -0.28204047679901123), ('ish comedy', -0.40090256929397583), ('dis ney', -0.5013820230960846)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('bro oding', -0.28374284505844116), ('quite compelling', -0.3286947011947632)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('vib es', -0.4023013710975647), ('broadcast news', -0.41845130920410156)]	['ugly and destructive', 'astoundingly']
0	0	"[('astonishing ly bad', -0.08402138948440552), (""i ' s"", -0.13497883081436157), ('ro berto benign', -0.274868905544281)]"	['ugly and destructive', 'ugly and mindless']
0	0	[('the sal ton sea', -0.2066667675971985), ('the center', -0.3649981617927551), ('sal ton', -0.38953113555908203)]	['astoundingly', 'ugly and destructive']
1	1	[('g aul s', -0.594148725271225), ('y anks', -0.6291460990905762)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('clear up the case', -0.3495791554450989), ('the case', -0.4197101294994354), ('under ing', -0.5666710734367371), ('bl under ing', -0.5737807750701904)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('the kind of movie', -0.03890037536621094), ('the kind', -0.3156473636627197), ('pleasant enough', -0.31731921434402466), ('of movie', -0.3366708755493164), ('ening ly predictable', -0.3811282515525818)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('whose suffering and triumph', -0.024826228618621826), ('shared a great adventure', -0.05452805757522583), ('out of the theater', -0.07427716255187988), ('with interesting characters', -0.09404516220092773), ('into its world', -0.10945022106170654)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	"[('a redeem ing moment', -0.0449908971786499), (""ry ' s boss"", -0.22437244653701782), ('redeem ing', -0.2503291964530945), (""ry ' s"", -0.28415507078170776), ('fleet ingly amusing', -0.325580894947052)]"	['astoundingly', 'worldly-wise and very funny script']
1	1	[('movie - going', -0.2842913269996643), ('from them all', -0.30362945795059204), ('generally speaking', -0.3966488838195801), ('terrific performances', -0.39913976192474365), ('them all', -0.5254515409469604)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('technical gib ber ish', -0.022886157035827637), ('advance the linux cause', -0.05646103620529175), ('the linux cause', -0.15045654773712158), ('talking heads', -0.2797059416770935)]	['astoundingly', 'preposterousness']
0	0	[('a lesser h arrison', -0.08029794692993164), ('sab rina', -0.13043427467346191), ('seven nights', -0.5780218839645386)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('with interesting conflicted characters', -0.016446352005004883), ('interesting conflicted characters', -0.0631859302520752), ('more thoughtful', -0.3143959641456604), ('is for you', -0.37883853912353516), ('this one', -0.5479421317577362)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('of the year', -0.09768486022949219), ('87 - minute', -0.16720271110534668), ('the gimmick', -0.20576679706573486), ('the year', -0.2938566207885742), ('un broken', -0.3359045386314392)]	['astoundingly', 'preposterousness']
1	1	[('their own hor izons', -0.040467917919158936), ('the events', -0.2870171070098877), ('the world', -0.33173179626464844)]	['astoundingly', 'astoundingly rich film']
0	0	[('too light hearted', -0.2455635666847229), ('too serious', -0.32359135150909424), ('i suspect', -0.37884020805358887)]	['ugly and destructive', 'astoundingly']
0	0	[('this load of junk', -0.019514739513397217), ('this load', -0.17736846208572388), ('of junk', -0.18482357263565063)]	['astoundingly', 'preposterousness']
1	1	[('that profoundly deepen them', -0.023957252502441406), ('of complex ideas', -0.07903552055358887), ('profoundly deepen them', -0.09465724229812622), ('complex ideas', -0.3083992004394531), ('deepen them', -0.36435890197753906)]	['astoundingly', 'astoundingly rich film']
1	1	"[('the und iscovered country', -0.025173664093017578), (""yer ' s"", -0.14344608783721924), ('even a notch', -0.20886123180389404), ('und iscovered', -0.2565423250198364), ('a big deal', -0.3443528413772583)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('unf unny', -0.215590238571167)]	['ugly and destructive', 'astoundingly']
0	0	[('fresh or particularly interesting', -0.06456029415130615), ('to say about them', -0.07625305652618408), ('to establish rounded characters', -0.11555087566375732), ('say about them', -0.16927838325500488), ('establish rounded characters', -0.23004335165023804)]	['astoundingly', 'let-down']
0	0	[('just one', -0.176014244556427), ('after another', -0.2350131869316101)]	['preposterousness', 'preposterous']
0	0	[('go into sugar shock', -0.08222037553787231), ('a fortified sweet tooth', -0.14908981323242188), ('into sugar shock', -0.18752539157867432), ('sugar shock', -0.3453962802886963)]	['astoundingly', 'preposterousness']
0	0	[('on a deeper level', -0.07473069429397583), ('hack ney ed', -0.11444342136383057), ('just plain crude', -0.13649332523345947), ('a deeper level', -0.19502347707748413), ('shocked laughter', -0.35197728872299194)]	['preposterousness', 'astoundingly']
1	1	[('the stage version', -0.1083720326423645), ('his two leads', -0.11326634883880615), ('of e lling', -0.1838511824607849), ('on stage', -0.2846846580505371), ('the characters', -0.28984081745147705)]	['worldly-wise and very funny script', 'four star performance']
1	1	[('above all', -0.34666234254837036), ('sw ash', -0.39317548274993896)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('is a real treat', -0.05932116508483887), ('as well as', -0.12133908271789551), ('a real treat', -0.15684491395950317), ('opera lovers', -0.3405306339263916), ('to sc a', -0.39175641536712646)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('watching a child suffer', -0.3635573983192444), ('a child suffer', -0.44437628984451294), ('a child', -0.45234131813049316)]	['ugly and destructive', 'astoundingly']
0	0	[('are none the wiser', -0.05962371826171875), ('anti - dar win', -0.07163995504379272), ('auto - p ilot', -0.07364672422409058), ('auto - p', -0.12160587310791016), ('400 years later', -0.16647952795028687)]	['astoundingly', 'preposterousness']
0	0	[('of your time', -0.07177537679672241), ('your time', -0.23689156770706177)]	['astoundingly', 'preposterousness']
0	1	[('preach y', -0.01511925458908081), ('be among the faithful', -0.047126829624176025), ('evangelical christ ian', -0.0780593752861023), ('the likely audience', -0.08411663770675659), ('the filmmakers', -0.11286038160324097)]	['worldly-wise and very funny script', 'played-out']
1	1	[('of considerable potential', -0.15068185329437256), ('beneath clouds', -0.26284271478652954), ('considerable potential', -0.346241295337677), ('a filmmaker', -0.4065309762954712)]	['astoundingly', 'worldly-wise and very funny script']
1	1	"[(""the year ' s"", -0.0587734580039978)]"	['worldly-wise and very funny script', 'four star performance']
0	0	[('entirely too much focus', -0.08288103342056274), ('ig loo construction', -0.15704339742660522), ('dull in stretches', -0.18632888793945312), ('entirely too much', -0.19549214839935303), ('meal preparation', -0.3461085557937622)]	['astoundingly', 'ugly and mindless']
1	1	[('with its dark soul', -0.018315434455871582), ('its dark soul', -0.0829695463180542), ('in himself', -0.3791695833206177), ('an actor', -0.38407814502716064), ('fra ilty', -0.4357231855392456)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('a whole lot', -0.08100873231887817), ('of sense', -0.2572357654571533)]	['preposterousness', 'preposterous']
0	0	[('mir am ax', -0.19453394412994385), ('hidden it from everyone', -0.3154268264770508), ('from critics', -0.3980317711830139), ('from everyone', -0.43440645933151245)]	['astoundingly', 'narcissism and']
0	0	[('pret entious', -0.11852097511291504), ('of it', -0.19704383611679077), ('heavy - handed', -0.22153562307357788), ('the weight', -0.2500777840614319), ('the weight of water', -0.3041604161262512)]	['worldly-wise and very funny script', 'ugly and destructive']
1	1	[('of the familiar masterpiece', -0.04504269361495972), ('at the same time', -0.053689002990722656), ('the familiar masterpiece', -0.1361227035522461), ('as a film', -0.14877229928970337), ('the same time', -0.16075408458709717)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('lik able', -0.43393880128860474)]	['worldly-wise and very funny script', 'astoundingly']
