predicted_labels	true_labels	lil_interpretations	gil_interpretations
4	4	[('the Canary Islands', 9.691715240478516e-05), ('What body', -0.0004686117172241211), ('of water', -0.0005142092704772949)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
2	2	[('is neuro pathy', 9.238719940185547e-05), ('neuro pathy', -0.0007020831108093262)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
4	4	[('rates River', -0.00046378374099731445)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
2	2	[(' crypt ography', 0.0006349086761474609)]	['How many years is Johnnie Walker Black Label aged ?', 'At what age did Rossini stop writing opera ?']
1	1	[('composed of', 0.0003458261489868164)]	['Who is Nicolo Paganini ?', 'Who is the Pope ?']
3	3	[('of Canada', 0.0001055002212524414)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
3	3	[('the battle of Waterloo', 4.076957702636719e-05), ('the battle', 4.0531158447265625e-05), ('of Waterloo', 4.0531158447265625e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
2	2	[('is leukemia', -0.0006379485130310059)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
4	4	[('Howard Hughes', -0.0005939602851867676)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
1	1	[('for June', 0.0010019540786743164)]	['Who is the Pope ?', 'Who is the Antichrist ?']
5	1	[('in Minnesota', 0.0002549886703491211)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
5	5	[('from the earth', 2.181529998779297e-05), ('to the sun', 2.181529998779297e-05), ('in miles', 1.9788742065429688e-05), ('the sun', 1.9669532775878906e-05), ('the earth', 1.9431114196777344e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
5	5	[('for a chicken', 3.349781036376953e-05), ('a chicken', 3.2067298889160156e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
5	5	[]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[('is relative humidity', 0.00013554096221923828), ('relative humidity', -0.0003725886344909668)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
4	4	[('of 35 8 24', 6.449222564697266e-05), ('35 8 24', 5.936622619628906e-05), ('the zip code', 5.900859832763672e-05)]	['Who was Thucydides ?', 'Who is the Antichrist ?']
1	1	[('is used in Algeria', 0.0001614093780517578), ('used in Algeria', 0.00015723705291748047), ('in Algeria', -0.00010114908218383789)]	"['Who is Nicolo Paganini ?', ""What 's the singular of dice ?""]"
1	1	[('in 1957', 2.5033950805664062e-05), ('to y', -9.417533874511719e-06), ('most popular', -1.5139579772949219e-05)]	['Who is Nicolo Paganini ?', 'Who is the Pope ?']
1	1	[('i made of', 0.00022965669631958008), ('made of', 0.00017446279525756836)]	['Who is the Antichrist ?', 'Who is the Pope ?']
1	1	[('the Soviet Union', 0.00021272897720336914), ('in 1957', -8.225440979003906e-06), ('into space', -4.172325134277344e-05), ('the satellite', -5.066394805908203e-05)]	['Who is Nicolo Paganini ?', 'Who is the Antichrist ?']
4	4	"[("" ' s"", 0.00021725893020629883)]"	['Who was Thucydides ?', 'Who is the Antichrist ?']
1	1	[('have backbone s called', 7.271766662597656e-05), ('backbone s called', 7.045269012451172e-05), ('backbone s', -0.00011485815048217773)]	['Who is Nicolo Paganini ?', 'Who is the Pope ?']
5	5	[('of copper', -0.0046610236167907715)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'In a computer , what does SCSI mean ?']
4	4	[('Olympus Mon s', 0.00011682510375976562)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
3	3	[('of the United States', 1.7404556274414062e-05), ('the United States', 1.7404556274414062e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
5	5	[]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
2	2	[('of acid rain', 5.0187110900878906e-05), ('acid rain', -0.0020393729209899902)]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
5	5	[('the United States', 1.5020370483398438e-05), ('abolish the draft', 1.5020370483398438e-05), ('the draft', 1.3470649719238281e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
5	5	[('the speed of light', 1.2993812561035156e-05), ('the speed', 1.2040138244628906e-05), ('of light', 1.1920928955078125e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
4	4	[('is Montreal in', 0.00011420249938964844)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
4	4	[('the Twin Tower s', 0.0001004934310913086), ('New York', -0.0014709234237670898)]	['Who was Thucydides ?', 'Who is the Antichrist ?']
2	2	[('is fungus', -0.0008238554000854492)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
1	1	[('in the Netherlands', 0.0004380345344543457), ('the Netherlands', 0.0003120303153991699), ('most frequently', 0.00029009580612182617)]	['Who is Nicolo Paganini ?', 'Who is the Antichrist ?']
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
1	1	[('on domino es', 0.4401891231536865), ('domino es', 0.4400637149810791)]	['Who is the Antichrist ?', 'Who is Nicolo Paganini ?']
5	5	[('in a  ton', 8.463859558105469e-06), ('a  ton', 8.463859558105469e-06), ('How many', 7.62939453125e-06)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'At what age did Rossini stop writing opera ?']"
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
5	5	[('the Mona Lisa', 5.14984130859375e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[('Sitting Shiva', -0.00016051530838012695)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
1	1	[('Madrid  , Spain', 0.007533013820648193)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many bytes are in a terabyte ?']"
4	4	[('in North America', 5.424022674560547e-05), ('North America', -0.0003820061683654785), ('from Maine', -0.00048285722732543945), ('to Georgia', -0.0005491971969604492)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
1	1	[('made of', 0.00011986494064331055)]	['Who is Nicolo Paganini ?', 'Who is the Pope ?']
5	5	[('the population', 3.0994415283203125e-05), ('of Nigeria', 3.0875205993652344e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
4	4	[('the Grand Canyon', 0.00010919570922851562)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
3	3	[('invented the telephone', 5.221366882324219e-05), ('the telephone', 5.1975250244140625e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
5	5	[('buy Alaska', 6.306171417236328e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
3	3	[('the leader of Ireland', 3.921985626220703e-05), ('of Ireland', 3.910064697265625e-05), ('the leader', 3.898143768310547e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
5	5	[('in a cubic foot', 1.0371208190917969e-05), ('a cubic foot', 1.0371208190917969e-05), ('How many', 9.5367431640625e-06), ('of water', 9.5367431640625e-06)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
3	1	[('of the Legislative branch', 0.0007003545761108398), ('the Legislative branch', 0.0007003545761108398)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""When was `` the Great Depression '' ?""]"
2	2	[('son ar', -0.0004616975784301758)]	['At what age did Rossini stop writing opera ?', 'How many years is Johnnie Walker Black Label aged ?']
4	4	[('do most people live', 0.00025528669357299805), ('most people', -0.001063227653503418)]	['Who was Thucydides ?', 'Who is the Antichrist ?']
2	2	[('is phosphorus', -0.0007389187812805176)]	['How many years is Johnnie Walker Black Label aged ?', 'At what age did Rossini stop writing opera ?']
4	4	[('of Tran qu ility', 9.548664093017578e-05), ('Tran qu ility', 7.832050323486328e-05), ('the Sea', -0.0005465149879455566)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
5	5	[('is sound', 7.152557373046875e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
4	4	[('produced in', -0.01559901237487793), (' cog nac', -0.9893171386793256)]	['Who was Thucydides ?', 'Who is Samuel Pickering ?']
5	2	[]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
2	2	[('causes gray hair', 3.5881996154785156e-05), ('gray hair', -0.0014545321464538574)]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
2	2	[('is hypertension', -0.0005224347114562988)]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
2	2	[('is bandwidth', -0.0003771781921386719)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
4	4	[]	['Who was Thucydides ?', 'Who is the Antichrist ?']
2	2	[('is a parasite', 0.00010538101196289062), ('a parasite', -0.0008668303489685059)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
2	2	[('is home equity', 0.00025916099548339844), ('home equity', -0.002059459686279297)]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
2	2	[('meteorologist s', -0.00015532970428466797)]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
2	1	[('for being legally blind', 0.00015354156494140625), ('being legally blind', 0.00011467933654785156), ('legally blind', -0.001055896282196045)]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
3	3	[('in the world', 5.519390106201172e-05), ('the world', 5.507469177246094e-05)]	"[""Who directed `` Jaws '' ?"", ""What wrestling star became `` The Incredible Hulk '' ?""]"
4	4	[('the twin cities', 0.0001251697540283203)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
1	1	[('in 1903', -3.653764724731445e-05), ('in vent', -6.181001663208008e-05), ('Howard Smith', -0.00010269880294799805)]	['Who is Nicolo Paganini ?', 'What 2th-century fictional character attends Pencey Prep School ?']
1	1	[('the statue', -8.14199447631836e-05), ('made of', -0.00014168024063110352), ('of liberty', -0.00020205974578857422)]	['Who is Nicolo Paganini ?', 'Who is the Antichrist ?']
2	2	[(' pil ates', 0.0001716017723083496)]	"['At what age did Rossini stop writing opera ?', ""What 's the difference between sleet and freezing rain ?""]"
4	4	[]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
5	5	[('of the Nile river', 8.463859558105469e-05), ('the Nile river', 8.45193862915039e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
5	5	[]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
3	3	[('for the Brooklyn Dodgers', 2.9921531677246094e-05), ('the Brooklyn Dodgers', 2.9921531677246094e-05)]	"[""Who directed `` Jaws '' ?"", 'What North American city sprouts the most parking meters ?']"
3	3	[('of Canada', 6.866455078125e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
5	5	[('How many', 4.684925079345703e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
1	1	[('did Glenn Miller play', 0.00013124942779541016), ('Glenn Miller', -3.540515899658203e-05)]	"['Who is Nicolo Paganini ?', ""What 's the singular of dice ?""]"
5	5	[('Joan of Arc', 1.4662742614746094e-05), ('when she died', 1.4662742614746094e-05), ('of Arc', 1.3589859008789062e-05), ('she died', 1.3589859008789062e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
4	4	[('the capital', -0.00016897916793823242), ('of Ethiopia', -0.0002257823944091797)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
5	5	[('is an elephant pregnant', 1.728534698486328e-05), ('how long', 1.633167266845703e-05), ('an elephant', 1.633167266845703e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
1	1	[('in Iceland', 0.0009337067604064941)]	"['Who is Nicolo Paganini ?', ""What 's the singular of dice ?""]"
2	2	[('AM radio stations', 0.00011360645294189453), ('FM radio stations', 9.381771087646484e-05)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
2	2	[('is osteoporosis', -0.0006474852561950684)]	['How many years is Johnnie Walker Black Label aged ?', 'At what age did Rossini stop writing opera ?']
3	3	[]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
2	2	[]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
5	5	[('become a state', 3.1113624572753906e-05), ('a state', 3.0159950256347656e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
0	0	[('for Texas', -0.0003116130828857422), ('the abbreviation', -0.0003559589385986328)]	['What is a person called that likes fire ?', 'What is a person called that likes fire ?']
1	1	[('made out of', 0.00019675493240356445), ('out of', -0.00014728307723999023)]	['Who is Nicolo Paganini ?', 'Who is the Pope ?']
4	4	[('on the body', -0.012246966361999512), ('the body', -0.03913438320159912), ('a mortar board', -0.7977043241262436)]	['Who is Samuel Pickering ?', 'Who is the Antichrist ?']
0	0	[('stand for', -0.00016939640045166016)]	['What is a person called that likes fire ?', 'What is a person called that likes fire ?']
4	4	[]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
4	4	[]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
2	1	[('foot and mouth', 8.177757263183594e-05)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
5	5	[('of a dollar bill', 2.110004425048828e-05), ('a dollar bill', 2.110004425048828e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
1	1	[('a professional map drawer', 0.000827789306640625)]	"['Who is Nicolo Paganini ?', ""What 's the slowest Olympic swimming stroke ?""]"
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'At what age did Rossini stop writing opera ?']"
2	2	[('is hybrid ization', 0.00011539459228515625), ('hybrid ization', -0.0006890296936035156)]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
1	1	[('is in d igo', 0.00012934207916259766), ('in d igo', 0.0001277923583984375), ('d igo', -1.9431114196777344e-05)]	"['Who is Nicolo Paganini ?', ""What 's the singular of dice ?""]"
5	5	[('to be', 1.990795135498047e-05), ('a car', 1.990795135498047e-05), ('in Italy', 1.990795135498047e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
1	1	[('a barometer', -3.123283386230469e-05)]	['Who is Nicolo Paganini ?', 'Who is the Pope ?']
1	1	[]	"['Who is Nicolo Paganini ?', ""What 's the singular of dice ?""]"
0	0	[('stand for', -2.7477741241455078e-05)]	['What is a person called that likes fire ?', 'What is a person called that likes fire ?']
5	5	[('go on strike', 2.658367156982422e-05), ('the NFL', 2.5153160095214844e-05), ('on strike', 2.5033950805664062e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[('is solar wind', 0.00011229515075683594), ('solar wind', -0.0005074143409729004)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
5	5	[('land on the moon', 1.3470649719238281e-05), ('on the moon', 1.3470649719238281e-05), ('the moon', 1.2278556823730469e-05), ('Neil Armstrong', 1.2159347534179688e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
5	5	[]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
4	4	[('the Savannah River', 0.00013148784637451172)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
3	3	[('in the Vietnam War', 3.802776336669922e-05), ('the Vietnam War', 3.802776336669922e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
4	4	[('of all the planets', 7.18832015991211e-05), ('the strongest magnetic field', 7.164478302001953e-05), ('all the planets', 5.221366882324219e-05)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
3	3	[('the governor', 5.924701690673828e-05), ('of Alaska', 5.924701690673828e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
5	5	[('Mus sol ini', 1.9788742065429688e-05), ('seize power in Italy', 1.9788742065429688e-05), ('in Italy', 1.823902130126953e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
4	4	[('of Persi a', 0.00012636184692382812), ('Persi a', -0.00030153989791870117)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
5	5	[('How many', 5.2809715270996094e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[('is pneumonia', -0.0006083250045776367)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
4	4	[('in the US', 0.00011551380157470703), ('the US', -0.0002435445785522461)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
2	2	[('is a fuel cell', 0.0001100301742553711), ('a fuel cell', 9.870529174804688e-05)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
3	3	[('to appear on TV', 1.0848045349121094e-05), ('appear on TV', 1.0848045349121094e-05), ('on TV', 1.0609626770019531e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
4	4	[('Little League', -0.0003437995910644531)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
1	1	[('of twins', 0.00019752979278564453)]	['Who is Nicolo Paganini ?', 'Who is Edmund Kemper ?']
4	4	[('is the brightest star', 0.0004985332489013672), ('the brightest star', -0.0014548897743225098)]	['Who is the Antichrist ?', 'Who is Samuel Pickering ?']
2	2	[]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
5	5	[('President Kennedy', 4.410743713378906e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
0	0	[(' TM J', 0.00032913684844970703)]	['Who told all in Ball Four ?', 'What two countries are separated by the Bering Strait ?']
1	1	[(' y ak milk', 0.00026172399520874023)]	['Who is Nicolo Paganini ?', 'Who is the Antichrist ?']
5	5	[('Dwight D . Eisenhower', 2.2411346435546875e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
0	0	[('I S DN', 0.0003603696823120117)]	['Who told all in Ball Four ?', 'What two countries are separated by the Bering Strait ?']
2	2	[('the sun', -0.000731050968170166)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
5	5	[('between dollars and pounds', 9.059906005859375e-06), ('dollars and pounds', 9.059906005859375e-06)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
5	5	[('Abraham Lincoln', 2.014636993408203e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
2	2	[('is mold', -0.0006737112998962402)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
5	5	[('was Mozart born', 3.039836883544922e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
1	1	[('of frog s', 0.00010073184967041016), ('frog s', -1.3828277587890625e-05)]	['Who is Nicolo Paganini ?', 'Who is the Antichrist ?']
1	1	[]	['Who is Nicolo Paganini ?', 'Who is the Antichrist ?']
5	5	[('of gold', -0.023892641067504883)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'In a computer , what does SCSI mean ?']
4	4	[('of the White House', 7.796287536621094e-05), ('the White House', -6.80685043334961e-05)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
1	1	[('Mel ba sauce', 0.00010800361633300781), ('made from', 6.198883056640625e-06)]	"['Who is Nicolo Paganini ?', ""What 's the singular of dice ?""]"
2	2	[('Ur sa Major', 0.0003006458282470703)]	['At what age did Rossini stop writing opera ?', 'How many years is Johnnie Walker Black Label aged ?']
5	5	[('of water content', 1.0609626770019531e-05), ('in the human body', 1.0609626770019531e-05), ('the human body', 1.0609626770019531e-05), ('water content', 9.5367431640625e-06)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
5	5	[('does water weigh', 5.3048133850097656e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
1	1	[]	['Who is Nicolo Paganini ?', 'Who is the Pope ?']
5	5	[('Windsor  , Ontario', 3.8743019104003906e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
3	3	[]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
5	5	[('the population', 3.135204315185547e-05), ('of Australia', 3.123283386230469e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
3	3	[('Si s tine', 9.97781753540039e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
1	1	[('a stimulant', -5.53131103515625e-05)]	['Who is Nicolo Paganini ?', 'Who is the Pope ?']
2	2	[('on the climate', 2.6226043701171875e-05), ('of volcano es', -1.1324882507324219e-05), ('the climate', -0.0017064809799194336), ('volcano es', -0.0021808743476867676)]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
5	5	[('the Andy Griffith show', 3.1948089599609375e-05), ('Andy Griffith', 3.063678741455078e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[('is acid rain', 9.453296661376953e-05), ('acid rain', -0.0004706382751464844)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
5	5	"[(""Mexico  ' s"", 4.673004150390625e-05)]"	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
4	4	[('of Lake Cham plain', 7.045269012451172e-05), ('Lake Cham plain', 5.614757537841797e-05), ('Lake Cham', -0.0005282163619995117)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
1	1	[]	['Who is Nicolo Paganini ?', 'Who is the Antichrist ?']
1	1	[]	['Who is Nicolo Paganini ?', 'Who is the Pope ?']
2	2	[('is quick silver', 0.00012183189392089844), ('quick silver', -0.0005354881286621094)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
3	3	[]	"[""Who directed `` Jaws '' ?"", ""What wrestling star became `` The Incredible Hulk '' ?""]"
5	5	[('the speed', 4.506111145019531e-05), ('of light', 4.506111145019531e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
5	5	[('of a football field', 4.112720489501953e-05), ('a football field', 4.112720489501953e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[('called love', -0.00034546852111816406), ('zero points', -0.0006094574928283691)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
1	1	[('the  Wizard', 0.00010061264038085938), ('What kind', -7.033348083496094e-06), ('of dog', -1.704692840576172e-05), ('To to', -4.3272972106933594e-05), ('of Oz', -5.0067901611328125e-05)]	"[""What 's the singular of dice ?"", 'Who is Nicolo Paganini ?']"
2	2	[('is a thy roid', 0.00014710426330566406), ('a thy roid', 0.00011754035949707031)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
2	2	[]	['How many years is Johnnie Walker Black Label aged ?', 'At what age did Rossini stop writing opera ?']
4	1	[('to the lungs', -0.0363922119140625), ('the lungs', -0.06379097700119019), ('the heart', -0.12573647499084473), ('from the heart', -0.16260772943496704), ('blue blood', -0.31335246562957764)]	['Who is the Antichrist ?', 'Who was Thucydides ?']
5	5	[('Old Faith ful', 2.9921531677246094e-05), ('at Yellowstone National Park', 2.9921531677246094e-05), ('Yellowstone National Park', 2.9921531677246094e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
4	5	[('St . Louis', 0.01155620813369751)]	['Who is the Antichrist ?', 'Who invented the road traffic cone ?']
1	1	[('with a strong acid', 0.00022810697555541992), ('lit mus paper', 0.0002238154411315918), ('a strong acid', 0.0002232193946838379)]	['Who is Nicolo Paganini ?', 'Who is the Pope ?']
